session,hand_id,small_blind,big_blind,num_players,actions_preflop,actions_flop,actions_turn,actions_river,flop,turn,river
101,101_16_16,50,100,6,"P3:fold, P4:raise 250, P5:raise 750, P6:fold, P1:fold, P2:fold, P4:call","P4:call, P5:raise 550, P4:call","P4:call, P5:raise 1550, P4:fold",,Td Kh 6c,Jd,
101,101_17_17,50,100,6,"P3:fold, P4:fold, P5:raise 210, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:call, P5:call","P2:call, P5:raise 300, P2:call, P5:sm, P2:sm",3h 9h 7c,Qd,Jh
101,101_18_18,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:fold",,,,,,
101,101_19_19,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:fold, P1:raise 1250, P2:fold, P4:raise 2900, P1:fold",,,,,,
101,101_20_20,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:raise 950, P2:fold, P5:call","P1:raise 1300, P5:call","P1:call, P5:call","P1:call, P5:call, P1:sm, P5:sm",7h Kd Qh,5s,5c
101,101_21_21,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:raise 450, P1:fold",,,5h 8d 9s,,
101,101_22_22,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:fold",,,,,,
101,101_23_23,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
101,101_24_24,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
101,101_25_25,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:call, P5:call","P2:call, P5:raise 225, P2:fold",6h 8h 4d,Qc,9s
101,101_26_26,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:raise 850, P2:fold, P5:fold",,,,,,
101,101_27_27,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 250, P2:call","P2:call, P3:raise 1500, P2:call","P2:call, P3:raise 6000, P2:fold",Td Qs Kc,3s,8d
101,101_28_28,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:raise 700, P1:fold, P2:fold, P3:call","P3:call, P6:raise 500, P3:call","P3:call, P6:raise 1750, P3:fold",,3c Qc 3s,Js,
101,101_29_29,50,100,6,"P3:fold, P4:fold, P5:raise 210, P6:call, P1:call, P2:fold","P1:call, P5:call, P6:raise 365, P1:raise 1095, P5:fold, P6:call","P1:raise 730, P6:call","P1:call, P6:raise 2190, P1:call, P6:sm, P1:sm",Kd 8h 5d,4d,Ks
101,101_30_30,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:raise 125, P2:call","P2:call, P6:raise 2250, P2:fold",4s Jc As,9s,2s
101,101_31_31,50,100,6,"P3:fold, P4:raise 225, P5:raise 525, P6:fold, P1:fold, P2:fold, P4:call","P4:call, P5:raise 1200, P4:call","P4:call, P5:call","P4:call, P5:call, P4:sm, P5:sm",Kh 7c Ts,Qd,Jh
101,101_32_32,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:raise 900, P1:fold, P2:fold, P5:fold",,,,,,
101,101_33_33,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:fold",,,,,,
101,101_34_34,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 450, P2:call","P1:call, P2:raise 375, P1:fold",,8d 7d 6c,6s,
101,101_35_35,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
101,101_36_36,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:fold",,,,,,
101,101_37_37,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 225, P2:fold",,,2d 5s Ts,,
101,101_38_38,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:raise 1000, P1:fold",,,,,,
101,101_39_39,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:call, P3:call","P2:raise 900, P3:fold",6s 7h Ac,7c,Qs
101,101_40_40,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:raise 100, P2:fold",,Jh Jd Ac,Ah,
101,101_41_41,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
101,101_42_42,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:raise 350, P5:call","P2:raise 700, P5:call, P2:sm, P5:sm",4h Jc 8h,Ts,Ad
101,101_43_43,50,100,6,"P3:raise 210, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:call, P3:call","P2:call, P3:call, P2:sm, P3:sm",9s 9d 8h,7c,4s
101,101_44_44,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:call","P2:call, P4:call","P2:raise 350, P4:call, P2:sm, P4:sm",6d 9h Ad,Th,4s
101,101_45_45,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:raise 1050, P2:fold, P6:fold",,,,,,
101,101_46_46,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
101,101_47_47,50,100,6,"P3:raise 250, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 350, P2:fold",,,6c Qs 9c,,
101,101_48_48,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
101,101_49_49,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:fold",,,,,,
101,101_50_50,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
101,101_51_51,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
101,101_52_52,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
101,101_53_53,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 250, P2:call","P1:raise 250, P2:fold",,,Ac 6s 2d,,
101,101_54_54,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:fold",,,,,,
101,101_55_55,50,100,6,"P3:raise 210, P4:fold, P5:fold, P6:fold, P1:raise 1050, P2:fold, P3:fold",,,,,,
101,101_56_56,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:call, P1:fold, P2:fold","P3:raise 450, P6:raise 1400, P3:fold",,,3d 5s 4s,,
101,101_57_57,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
101,101_58_58,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:raise 100, P2:fold",,,Kh Kc Ah,,
101,101_59_59,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 275, P1:fold, P2:fold",,,,,,
101,101_60_60,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 350, P2:call","P1:raise 525, P2:fold",,,Qs 4h 3d,,
101,101_61_61,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
101,101_62_62,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:call, P1:fold, P2:call","P2:call, P3:raise 543, P6:raise 1640, P2:fold, P3:call","P3:call, P6:call","P3:call, P6:call, P3:sm, P6:sm",8s Kc Td,7d,3s
101,101_63_63,50,100,6,"P3:raise 200, P4:fold, P5:call, P6:fold, P1:fold, P2:call","P2:call, P3:call, P5:raise 300, P2:call, P3:fold","P2:call, P5:call","P2:call, P5:call, P2:sm, P5:sm",3h Qh 2c,9h,8d
101,101_64_64,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
101,101_65_65,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 275, P1:call, P2:call","P1:call, P2:call, P6:call","P1:call, P2:call, P6:raise 600, P1:call, P2:fold","P1:call, P6:raise 1350, P1:fold",4h 9d Kh,Qc,7c
101,101_66_66,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:raise 1050, P6:fold",,,,,,
101,101_67_67,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
101,101_68_68,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:call, P3:call","P2:call, P3:raise 350, P2:fold",4s Jc 8h,Ah,Kh
101,101_69_69,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 400, P1:fold",,,,,,
101,101_70_70,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 200, P2:call","P1:call, P2:call","P1:call, P2:call","P1:raise 300, P2:fold",3s 5h 7s,2h,Tc
101,101_71_71,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 275, P1:fold, P2:call","P2:call, P6:raise 450, P2:fold",,,4c Jc Ts,,
101,101_72_72,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:call","P1:raise 400, P2:fold",,Qh 2h 7c,5h,
101,101_73_73,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:raise 300, P2:call","P2:raise 825, P6:fold",8c 8h Ah,Jh,Th
101,101_74_74,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:raise 850, P1:fold, P2:fold, P5:call","P5:call, P6:call","P5:call, P6:call","P5:call, P6:raise 825, P5:raise 3750, P6:fold",5c Ad 5h,6s,4d
101,101_75_75,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
101,101_76_76,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:raise 1050, P2:fold, P6:fold",,,,,,
101,101_77_77,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
101,101_78_78,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:raise 350, P3:call","P2:raise 850, P3:call, P2:sm, P3:sm",4h Jh 9c,2c,8c
101,101_79_79,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:call","P2:call, P6:raise 200, P2:fold",6d Qh 8h,Jh,As
101,101_80_80,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:raise 725, P1:fold, P2:fold, P4:fold",,,,,,
101,101_81_81,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:raise 1100, P6:fold",,,,,,
101,101_82_82,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
101,101_83_83,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 350, P1:call","P1:call, P2:call","P1:raise 350, P2:call","P1:raise 700, P2:call, P1:sm, P2:sm",9h Tc 9s,Js,6c
101,101_84_84,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 1250, P3:fold, P1:fold",,,,,,
101,101_85_85,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:call","P1:call, P2:call","P1:call, P2:call, P1:sm, P2:sm",Kc Ah 6s,2h,3h
101,101_86_86,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:fold",,,,,,
101,101_87_87,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:raise 700, P1:fold, P2:fold, P4:raise 2150, P6:fold",,,,,,
101,101_88_88,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
101,101_89_89,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 350, P1:fold",,,,,,
101,101_90_90,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:fold",,,,,,
101,101_91_91,50,100,6,"P3:raise 210, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:call, P3:call","P2:call, P3:call, P2:sm, P3:sm",8s Qs Kc,3s,4c
101b,101b_92_92,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
101b,101b_93_93,50,100,6,"P3:fold, P4:raise 225, P5:raise 750, P6:fold, P1:fold, P2:fold, P4:call","P4:call, P5:raise 1025, P4:fold",,,7s 9d 2c,,
101b,101b_94_94,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_0_0,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:call, P2:call","P1:call, P2:call, P5:call","P1:call, P2:call, P5:call","P1:call, P2:call, P5:raise 337, P1:call, P2:fold, P5:sm, P1:sm",Qs 9c 4s,As,8d
102,102_1_1,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:raise 300, P1:fold",,,Kc 2s 4d,,
102,102_2_2,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 350, P2:fold",,,,,,
102,102_3_3,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_4_4,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 350, P2:call","P1:call, P2:call","P1:raise 525, P2:call","P1:call, P2:raise 1312, P1:call, P2:sm, P1:sm",5c Ks 4s,7s,6d
102,102_5_5,50,100,6,"P3:fold, P4:fold, P5:raise 210, P6:fold, P1:fold, P2:raise 1050, P5:fold",,,,,,
102,102_6_6,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_7_7,50,100,6,"P3:raise 210, P4:fold, P5:fold, P6:fold, P1:raise 1050, P2:fold, P3:call","P1:call, P3:raise 880, P1:fold",,,5s 6d Tc,,
102,102_8_8,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_9_9,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_10_10,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 375, P2:fold",,,6d Kc 7c,,
102,102_11_11,50,100,6,"P3:raise 250, P4:fold, P5:fold, P6:fold, P1:raise 1450, P2:fold, P3:fold",,,,,,
102,102_12_12,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:call, P2:call","P1:raise 100, P2:fold",9h 2h 8d,9d,8s
102,102_13_13,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 225, P2:fold",,,Qd Th 2d,,
102,102_14_14,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
102,102_15_15,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_16_16,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_17_17,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:fold, P1:raise 1150, P2:fold, P4:call","P1:call, P4:call","P1:call, P4:raise 1300, P1:raise 3800, P4:fold",,8d 2c 4s,Jh,
102,102_18_18,50,100,6,"P3:raise 250, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_19_19,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:raise 1000, P5:raise 2091, P2:call","P2:call, P5:raise 1058, P2:call","P2:call, P5:raise 3174, P2:fold",,Ks 2h Th,8c,
102,102_20_20,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
102,102_21_21,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:fold, P2:call","P2:call, P5:raise 300, P2:fold",,,Ks 4d 5c,,
102,102_22_22,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
102,102_23_23,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:raise 1000, P6:call","P2:call, P6:call","P2:raise 1125, P6:call","P2:raise 7875, P6:fold",8c 4d 9s,Qd,4h
102,102_24_24,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:raise 900, P1:fold, P2:fold, P5:fold",,,,,,
102,102_25_25,50,100,6,"P3:raise 210, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_26_26,50,100,6,"P3:raise 225, P4:fold, P5:call, P6:fold, P1:fold, P2:fold","P3:raise 300, P5:call","P3:call, P5:raise 850, P3:fold",,9s 2h 4s,Kc,
102,102_27_27,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 225, P2:fold",,,Ad Qd Kc,,
102,102_28_28,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:raise 375, P2:fold",,,Qs 3c Kc,,
102,102_29_29,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 275, P1:fold, P2:fold",,,,,,
102,102_30_30,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:raise 150, P1:fold",,,Jh 3s 8c,,
102,102_31_31,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 225, P2:fold",,,2c Ts Qs,,
102,102_32_32,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:raise 950, P2:fold, P5:fold",,,,,,
102,102_33_33,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:call, P2:call","P1:call, P2:call, P6:call","P1:call, P2:call, P6:raise 450, P1:fold, P2:fold",,7d As Js,8c,
102,102_34_34,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 250, P2:fold",,,6h Jc Qc,,
102,102_35_35,50,100,6,"P3:fold, P4:fold, P5:raise 210, P6:fold, P1:fold, P2:fold",,,,,,
102,102_36_36,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:call, P1:fold, P2:call","P2:call, P5:call, P6:call","P2:call, P5:call, P6:call","P2:call, P5:raise 600, P6:fold, P2:call, P5:sm, P2:sm",7c 9c Ac,Ks,Ts
102,102_37_37,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
102,102_38_38,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_39_39,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:call","P1:call, P2:raise 450, P1:call","P1:call, P2:call, P1:sm, P2:sm",4d 3d 6c,8c,Jd
102,102_40_40,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_41_41,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:raise 1325, P2:fold, P4:fold",,,,,,
102,102_42_42,50,100,6,"P3:fold, P4:raise 210, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call, P4:raise 400, P1:call, P2:fold","P1:call, P4:raise 1000, P1:fold",,3c Ts Qh,4h,
102,102_43_43,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 250, P2:call","P2:call, P4:raise 750, P2:fold",,2s Ah Qc,9d,
102,102_44_44,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_45_45,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_46_46,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:call","P2:raise 137, P6:call","P2:raise 412, P6:fold",7c 2d 5s,Qs,6d
102,102_47_47,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_48_48,50,100,6,"P3:fold, P4:raise 210, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_49_49,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_50_50,50,100,6,"P3:raise 225, P4:fold, P5:call, P6:fold, P1:fold, P2:fold","P3:raise 400, P5:fold",,,Kd 5s 6d,,
102,102_51_51,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 150, P2:raise 450, P1:raise 1150, P2:call","P1:call, P2:raise 850, P1:call","P1:raise 3000, P2:call, P1:sm, P2:sm",9d 9h Kd,2s,Kc
102,102_52_52,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_53_53,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_54_54,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:raise 150, P2:call","P1:raise 375, P2:fold",8d 3h 4c,5s,Ts
102,102_55_55,50,100,6,"P3:raise 210, P4:call, P5:fold, P6:fold, P1:fold, P2:fold","P3:call, P4:raise 285, P3:fold",,,6h 7s 3h,,
102,102_56_56,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_57_57,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:call, P1:raise 1300, P2:fold, P4:call, P6:call","P1:call, P4:call, P6:call","P1:raise 1300, P4:fold, P6:call","P1:call, P6:raise 2600, P1:call, P6:sm, P1:sm",Qc Td 9c,9h,8h
102,102_58_58,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:raise 700, P1:fold, P2:fold, P5:fold",,,,,,
102,102_59_59,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:call","P2:call, P4:raise 250, P2:raise 1000, P4:fold",,6h Ac Tc,4d,
102,102_60_60,50,100,6,"P3:raise 287, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_61_61,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:raise 900, P1:call","P1:call, P2:raise 800, P1:call","P1:call, P2:call","P1:raise 865, P2:fold",3h Qd 7d,8h,6d
102,102_62_62,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_63_63,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_64_64,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_65_65,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_66_66,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:fold",,,,,,
102,102_67_67,50,100,6,"P3:raise 210, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102,102_68_68,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_69_69,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102,102_70_70,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:call, P2:call","P1:call, P2:call, P6:call","P1:call, P2:call, P6:call","P1:call, P2:call, P6:call, P1:sm, P2:sm, P6:sm",3d Td 9d,7s,Ac
102,102_71_71,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:call, P1:fold, P2:call","P2:call, P4:raise 350, P6:fold, P2:fold",,,5d Td 7c,,
102,102_72_72,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:fold",,,,,,
102b,102b_73_73,50,100,6,"P3:fold, P4:raise 250, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102b,102b_74_74,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:raise 110, P3:fold",,4c 2c 8c,Qc,
102b,102b_75_75,50,100,6,"P3:fold, P4:raise 225, P5:call, P6:fold, P1:raise 1300, P2:raise 2375, P4:fold, P5:fold, P1:call","P1:call, P2:raise 1300, P1:fold",,,3c 6c As,,
102b,102b_76_76,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:raise 326, P2:fold",,,6h 6s 5s,,
102b,102b_77_77,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 375, P2:call","P2:call, P4:call","P2:raise 937, P4:call, P2:sm, P4:sm",6d 2s 5s,Qd,5c
102b,102b_78_78,50,100,6,"P3:raise 225, P4:fold, P5:call, P6:fold, P1:fold, P2:call","P2:call, P3:call, P5:call","P2:raise 450, P3:call, P5:fold","P2:call, P3:call, P2:sm, P3:sm",2c Ts 9h,Qs,Ks
102b,102b_79_79,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
102b,102b_80_80,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
102b,102b_81_81,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102b,102b_82_82,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:raise 950, P2:fold, P3:call","P1:call, P3:call","P1:call, P3:raise 1675, P1:call","P1:call, P3:raise 4650, P1:fold",4c Ah 4h,Qs,7h
102b,102b_83_83,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:raise 800, P6:fold",,,,,,
102b,102b_84_84,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:call, P2:call","P1:call, P2:call, P1:sm, P2:sm",Qc 3s 3h,5c,6c
102b,102b_85_85,50,100,6,"P3:raise 210, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102b,102b_86_86,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102b,102b_87_87,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
102b,102b_88_88,50,100,6,"P3:raise 225, P4:raise 750, P5:fold, P6:fold, P1:fold, P2:fold, P3:call","P3:call, P4:call","P3:raise 1450, P4:call","P3:raise 3875, P4:fold",Jd 5d 9d,6s,Tc
102b,102b_89_89,50,100,6,"P3:fold, P4:fold, P5:raise 210, P6:fold, P1:call, P2:fold","P1:call, P5:raise 160, P1:call","P1:call, P5:raise 250, P1:call","P1:call, P5:raise 1340, P1:fold",9s Th 8h,7d,2d
102b,102b_90_90,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:raise 900, P2:fold, P6:call","P1:raise 700, P6:call","P1:call, P6:raise 1650, P1:fold",,8d 6d 8c,9d,
102b,102b_91_91,50,100,6,"P3:fold, P4:fold, P5:raise 250, P6:fold, P1:raise 1100, P2:fold, P5:fold",,,,,,
