session,hand_id,small_blind,big_blind,num_players,actions_preflop,actions_flop,actions_turn,actions_river,flop,turn,river
30,30_0_0,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
30,30_1_1,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
30,30_2_2,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:call","P2:raise 675, P6:fold",,5c 9s 7c,3h,
30,30_3_3,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:raise 700, P1:fold, P2:fold, P5:raise 2050, P6:call","P5:call, P6:call","P5:call, P6:raise 2125, P5:fold",,9s Jc 5d,8h,
30,30_4_4,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:raise 800, P1:fold, P2:fold, P5:fold",,,,,,
30,30_5_5,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:raise 950, P2:fold, P5:fold",,,,,,
30,30_6_6,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
30,30_7_7,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 250, P2:call","P2:call, P4:raise 750, P2:call","P2:call, P4:call, P2:sm, P4:sm",3s Jh 2h,Tc,Ks
30,30_8_8,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:raise 700, P1:fold, P2:fold, P3:call","P3:call, P6:raise 500, P3:fold",,,Ks 3h 4s,,
30,30_9_9,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
30,30_10_10,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:raise 950, P2:fold, P6:fold",,,,,,
30,30_11_11,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
30,30_12_12,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:raise 250, P2:call","P2:call, P6:raise 1000, P2:call","P2:call, P6:call, P2:sm, P6:sm",3d Qc 2c,9s,5s
30,30_13_13,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
30,30_14_14,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
30,30_15_15,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
30,30_16_16,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:call, P1:call, P2:call","P1:call, P2:call, P4:call, P6:call","P1:call, P2:call, P4:raise 500, P6:fold, P1:fold, P2:raise 1400, P4:raise 3350, P2:raise 7100, P4:fold",,5h Ts 8h,Tc,
30,30_17_17,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 150, P2:call","P2:call, P3:call","P2:raise 750, P3:fold",2d 9c 6h,Qd,5h
30,30_18_18,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
30,30_19_19,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
30,30_20_20,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
30,30_21_21,50,100,6,"P3:raise 250, P4:fold, P5:raise 800, P6:fold, P1:fold, P2:fold, P3:call","P3:call, P5:raise 600, P3:call","P3:call, P5:call","P3:call, P5:call, P3:sm, P5:sm",9h Ts Jh,Kh,Ah
30,30_22_22,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:raise 850, P2:fold, P4:call","P1:call, P4:call","P1:raise 1350, P4:call","P1:raise 3375, P4:fold",Qs Tc 8d,7h,7s
30,30_23_23,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:call, P1:call, P2:raise 1150, P5:call, P6:call, P1:fold","P2:call, P5:raise 913, P6:fold, P2:fold",,,7d Td 8c,,
30,30_24_24,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
30,30_25_25,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:fold",,,,,,
30,30_26_26,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
30,30_27_27,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:call, P1:fold, P2:call","P2:call, P3:raise 650, P6:call, P2:fold","P3:call, P6:raise 975, P3:raise 2925, P6:call","P3:raise 6225, P6:call, P3:sm, P6:sm",3h 7s 5c,Qs,6c
30,30_28_28,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
30,30_29_29,50,100,6,"P3:fold, P4:raise 225, P5:call, P6:fold, P1:fold, P2:fold","P4:call, P5:raise 480, P4:fold",,,Js Kc 2h,,
30,30_30_30,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
30,30_31_31,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 135, P2:raise 525, P3:call","P2:call, P3:call","P2:raise 1500, P3:fold",5s 2s Qh,2d,5c
30,30_32_32,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:raise 900, P2:fold, P6:call","P1:raise 700, P6:fold",,,2s 9d 5c,,
30,30_33_33,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 375, P2:raise 1125, P4:call","P2:call, P4:raise 999, P2:fold",,Ts Kd 3h,4c,
30,30_34_34,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:raise 950, P2:fold, P6:fold",,,,,,
30,30_35_35,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:call, P2:fold","P1:call, P6:call","P1:call, P6:call","P1:call, P6:call, P1:sm, P6:sm",3c 9h Jh,5h,Jd
30,30_36_36,50,100,6,"P3:raise 225, P4:fold, P5:raise 700, P6:fold, P1:fold, P2:fold, P3:call","P3:call, P5:raise 525, P3:call","P3:call, P5:raise 1950, P3:fold",,6d 5s Qs,Jd,
30,30_37_37,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:call, P1:fold, P2:raise 1350, P3:fold, P6:call","P2:call, P6:call","P2:call, P6:call","P2:call, P6:call, P2:sm, P6:sm",Jh 2d 4h,Qd,6c
30,30_38_38,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:raise 700, P1:fold, P2:fold, P4:call","P4:call, P6:raise 500, P4:fold",,,4h 3d Ac,,
30,30_39_39,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:raise 350, P1:call","P1:call, P2:call","P1:call, P2:call","P1:call, P2:call, P1:sm, P2:sm",5c 7d 8s,4h,8d
30,30_40_40,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:call, P3:call","P2:call, P3:call, P2:sm, P3:sm",7d Ks Qd,8h,As
30,30_41_41,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:call, P2:call","P1:raise 750, P2:fold, P6:fold",,,4h 9s 6h,,
30,30_42_42,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
30,30_43_43,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
30,30_44_44,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
30,30_45_45,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:raise 150, P1:call","P1:call, P2:raise 375, P1:fold",,5c 8s Ts,Qc,
30,30_46_46,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:raise 1200, P1:fold",,,,,,
30,30_47_47,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:call","P2:call, P6:raise 275, P2:call","P2:call, P6:call","P2:call, P6:call, P2:sm, P6:sm",6s As Th,7s,Ts
30,30_48_48,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
30,30_49_49,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
30,30_50_50,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:call, P2:fold","P1:call, P3:raise 175, P1:call","P1:call, P3:call","P1:call, P3:call, P1:sm, P3:sm",Ah 4c 2d,Qd,8s
30,30_51_51,50,100,6,"P3:fold, P4:raise 225, P5:call, P6:fold, P1:raise 1250, P2:fold, P4:fold, P5:call","P1:raise 706, P5:fold",,,8h Ah 8d,,
30,30_52_52,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:raise 1100, P4:call","P2:raise 1125, P4:call","P2:call, P4:call","P2:raise 3375, P4:fold",3s 6c 8c,Ad,8s
30,30_53_53,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:call","P2:call, P4:raise 250, P2:fold",,2h 8d Qd,9h,
30,30_54_54,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 100, P2:call","P2:call, P4:call","P2:raise 650, P4:fold",7d Ac Ad,9h,9d
30,30_55_55,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
30,30_56_56,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 450, P2:fold",,,Kd Qs Tc,,
30,30_57_57,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:fold",,,,,,
30,30_58_58,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:raise 950, P2:fold, P6:fold",,,,,,
30,30_59_59,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call, P3:raise 300, P1:fold, P2:fold",,,3d Jh 5d,,
30,30_60_60,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:raise 775, P2:fold, P5:call","P1:call, P5:raise 825, P1:fold",,,2c Kd Jh,,
30,30_61_61,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:call, P1:raise 1400, P2:fold, P4:fold, P6:fold",,,,,,
30,30_62_62,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:raise 1250, P6:fold",,,,,,
30,30_63_63,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:raise 100, P2:call","P1:raise 320, P2:fold",,2d As 6c,8d,
30,30_64_64,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
30,30_65_65,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 175, P2:fold",,,4s 2c 3s,,
30,30_66_66,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 175, P2:raise 675, P3:call","P2:call, P3:raise 600, P2:raise 2500, P3:fold",,7c Th Ts,7s,
30,30_67_67,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 405, P2:fold",,,7c Js Kc,,
30,30_68_68,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
30,30_69_69,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:call, P2:raise 100, P1:call","P1:call, P2:raise 300, P1:fold",6s 8s Ac,6d,As
30,30_70_70,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:raise 800, P1:fold, P2:fold, P3:fold",,,,,,
30,30_71_71,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 175, P2:fold",,,3d 4d Kd,,
30,30_72_72,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:raise 112, P2:call","P2:call, P6:raise 337, P2:fold",Qs Ad Qh,6c,9d
30,30_73_73,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
30,30_74_74,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:raise 625, P5:call","P2:raise 1750, P5:fold",Ac 9s Kc,6h,5s
30,30_75_75,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:fold, P2:fold",,,,,,
30,30_76_76,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
30,30_77_77,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:raise 337, P5:call","P2:call, P5:raise 562, P2:fold",5h 4c 4s,7d,3d
30,30_78_78,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:fold",,,,,,
30,30_79_79,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:raise 900, P2:fold, P6:call","P1:raise 1000, P6:fold",,,4d Jc 8h,,
31,31_0_0,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:raise 775, P2:call, P5:call","P1:call, P2:call, P5:call","P1:raise 1162, P2:call, P5:fold","P1:raise 8063, P2:fold",Qc 7d Ac,8s,Jd
31,31_1_1,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
31,31_2_2,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 225, P2:raise 850, P4:call","P2:raise 2400, P4:fold",,Js 4s Qh,Qd,
31,31_3_3,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:raise 1100, P2:fold, P6:fold",,,,,,
31,31_4_4,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
31,31_5_5,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:call, P1:fold, P2:call","P2:call, P5:call, P6:call","P2:call, P5:raise 433, P6:call, P2:fold","P5:raise 1200, P6:call, P5:sm, P6:sm",Qs Kd 9d,3c,9s
31,31_6_6,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:call, P2:call","P1:call, P2:call, P5:raise 337, P1:fold, P2:fold",,,Ah 6h Qc,,
31,31_7_7,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:call","P2:raise 250, P6:call, P2:sm, P6:sm",7d Ac Tc,Qh,2h
31,31_8_8,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:call, P5:call","P2:raise 500, P5:fold",Qd Kh Ks,5h,8s
31,31_9_9,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:raise 900, P5:fold",,,,,,
31,31_10_10,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
31,31_11_11,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 150, P2:raise 712, P3:call","P2:raise 1405, P3:call","P2:raise 7683, P3:call, P2:sm, P3:sm",2d 3h 6d,Tc,Ah
31,31_12_12,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
31,31_13_13,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
31,31_14_14,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:raise 700, P1:raise 2250, P2:fold, P5:fold, P6:fold",,,,,,
31,31_15_15,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
31,31_16_16,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
31,31_17_17,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:call","P1:call, P2:call","P1:call, P2:call, P1:sm, P2:sm",8c Tc 6s,Qh,3d
31,31_18_18,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:raise 825, P1:fold, P2:fold, P5:fold",,,,,,
31,31_19_19,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
31,31_20_20,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:raise 150, P2:raise 1275, P6:call","P2:raise 900, P6:call, P2:sm, P6:sm",9d 6s 9c,Ad,Kd
31,31_21_21,50,100,6,"P3:fold, P4:raise 225, P5:raise 700, P6:fold, P1:fold, P2:fold, P4:raise 2250, P5:fold",,,,,,
31,31_22_22,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
31,31_23_23,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:call, P2:fold","P1:call, P5:raise 375, P1:call","P1:raise 625, P5:fold",,9h 9d 9c,9s,
31,31_24_24,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:raise 1000, P5:raise 2175, P2:call","P2:call, P5:raise 2000, P2:raise 7825, P5:call, P2:sm, P5:sm",,,Qc Jh 4d,9d,8h
31,31_25_25,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:call","P2:call, P3:call","P2:raise 450, P3:call, P2:sm, P3:sm",7h 8h Ad,8s,Kh
31,31_26_26,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 150, P2:call","P2:call, P3:raise 600, P2:call","P2:call, P3:raise 2000, P2:call, P3:sm, P2:sm",Jd 6c Qh,Ks,Jc
31,31_27_27,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:call","P2:raise 150, P5:fold",,Ts 7s Jc,8s,
31,31_28_28,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:raise 950, P2:raise 3473, P5:raise 10000, P1:fold, P2:call, P5:sm, P2:sm",,,,6d 3d 3s,9h,Ac
31,31_29_29,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 175, P2:call","P2:call, P4:raise 700, P2:fold",,8h 4s 4d,Js,
31,31_30_30,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:raise 900, P1:fold",,,,,,
31,31_31_31,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:fold",,,,,,
31,31_32_32,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:raise 150, P2:call","P2:call, P6:raise 525, P2:call","P2:call, P6:raise 1400, P2:call, P6:sm, P2:sm",9h Ad Qs,9s,Ac
31,31_33_33,50,100,6,"P3:fold, P4:raise 225, P5:call, P6:raise 950, P1:fold, P2:fold, P4:fold, P5:call","P5:call, P6:raise 1100, P5:raise 2400, P6:fold",,,5c 8d 2c,,
31,31_34_34,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:raise 950, P2:fold, P6:fold",,,,,,
31,31_35_35,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 175, P2:call","P2:call, P4:call","P2:call, P4:call, P2:sm, P4:sm",9s 6d 3c,8c,Js
31,31_36_36,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:raise 450, P2:call","P1:call, P2:raise 1000, P1:call","P1:raise 8250, P2:fold",Td 5s 9h,9d,Th
31,31_37_37,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:fold",,,,,,
31,31_38_38,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:call","P2:call, P5:raise 250, P2:fold",,,3h As 2c,,
31,31_39_39,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:fold, P2:call","P2:call, P5:raise 150, P2:call","P2:call, P5:call","P2:call, P5:call, P2:sm, P5:sm",3c Ac 5c,5s,Qd
31,31_40_40,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
31,31_41_41,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:call, P1:fold, P2:fold","P3:raise 175, P6:raise 525, P3:fold",,,7d Ah 9s,,
31,31_42_42,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:raise 250, P2:fold",,,5c Ts 4s,,
31,31_43_43,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:fold",,,,,,
31,31_44_44,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:fold, P1:fold, P2:fold",,,,,,
31,31_45_45,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 450, P2:call","P2:call, P3:call","P2:raise 2025, P3:call, P2:sm, P3:sm",Qd Kh 6h,Js,8s
31,31_46_46,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 222, P1:fold, P2:call","P2:call, P6:raise 247, P2:call","P2:call, P6:call","P2:call, P6:call, P2:sm, P6:sm",9h 8d Td,Ac,2s
31,31_47_47,50,100,6,"P3:raise 200, P4:raise 700, P5:fold, P6:fold, P1:fold, P2:fold, P3:fold",,,,,,
31,31_48_48,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:raise 250, P2:raise 1100, P6:call","P2:raise 3400, P6:fold",5s 7c 8d,Ad,Ts
31,31_49_49,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
31,31_50_50,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
31,31_51_51,50,100,6,"P3:fold, P4:raise 225, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:call","P2:call, P4:raise 375, P2:fold",,7d Th Kc,8s,
31,31_52_52,50,100,6,"P3:raise 225, P4:call, P5:fold, P6:fold, P1:fold, P2:fold","P3:call, P4:call","P3:call, P4:raise 300, P3:call","P3:call, P4:raise 900, P3:call, P4:sm, P3:sm",3c 8h 2s,Ac,3s
31,31_53_53,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:call, P2:call","P1:call, P2:raise 150, P1:fold",,,2d 4d 7h,,
31,31_54_54,50,100,6,"P3:fold, P4:fold, P5:raise 225, P6:call, P1:fold, P2:fold","P5:raise 450, P6:fold",,,Kh As 6h,,
31,31_55_55,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:raise 900, P2:fold, P6:fold",,,,,,
31,31_56_56,50,100,6,"P3:raise 225, P4:call, P5:fold, P6:fold, P1:fold, P2:fold","P3:raise 450, P4:raise 1200, P3:call","P3:call, P4:raise 750, P3:raise 3000, P4:fold",,7c 8s Jh,9h,
31,31_57_57,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
31,31_58_58,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 150, P2:fold",,,Qd Ks 6s,,
31,31_59_59,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:call, P1:fold, P2:call","P2:call, P5:raise 163, P6:fold, P2:fold",,,Ad 8c 7c,,
31,31_60_60,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:call","P2:call, P6:call","P2:call, P6:raise 125, P2:fold",,Kc 9h 3c,Ts,
31,31_61_61,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:call","P1:call, P2:call","P1:raise 400, P2:call","P1:call, P2:call, P1:sm, P2:sm",Jc Qh Td,Js,Ts
31,31_62_62,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
31,31_63_63,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
31,31_64_64,50,100,6,"P3:raise 225, P4:call, P5:fold, P6:fold, P1:fold, P2:fold","P3:raise 450, P4:call","P3:raise 1275, P4:fold",,Ad 2c Jc,2d,
31,31_65_65,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
31,31_66_66,50,100,6,"P3:raise 225, P4:fold, P5:raise 700, P6:fold, P1:fold, P2:fold, P3:raise 2250, P5:fold",,,,,,
31,31_67_67,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:raise 300, P2:fold",,,,,,
31,31_68_68,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:call, P1:raise 1350, P2:fold, P3:raise 2475, P6:fold, P1:raise 10000, P3:call, P1:sm, P3:sm",,,,Qd 5d 6s,7h,8s
31,31_69_69,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 250, P1:call, P2:fold","P1:call, P6:call","P1:raise 480, P6:fold",,Kc 6s Js,2s,
31,31_70_70,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
31,31_71_71,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
31,31_72_72,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:call","P2:call, P6:raise 225, P2:raise 700, P6:call","P2:call, P6:call","P2:call, P6:call, P2:sm, P6:sm",Qc Tc 2h,9h,4h
32,32_0_0,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:fold",,,,,,
32,32_1_1,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P3:raise 135, P2:call","P2:call, P3:raise 1200, P2:fold",,4h Ah 8d,Js,
32,32_2_2,50,100,6,"P3:fold, P4:fold, P5:fold, P6:fold, P1:fold",,,,,,
32,32_3_3,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_4_4,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:fold, P2:fold",,,,,,
32,32_5_5,50,100,6,"P3:raise 200, P4:fold, P5:fold, P6:fold, P1:raise 825, P2:fold, P3:call","P1:raise 437, P3:call","P1:call, P3:call","P1:call, P3:raise 2900, P1:fold",2s Ts Kd,5h,As
32,32_6_6,50,100,6,"P3:fold, P4:raise 200, P5:fold, P6:fold, P1:fold, P2:call","P2:call, P4:raise 135, P2:raise 425, P4:fold",,,2c 4d Kd,,
32,32_7_7,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 225, P1:fold, P2:fold",,,,,,
32,32_8_8,50,100,6,"P3:fold, P4:fold, P5:fold, P6:raise 200, P1:fold, P2:raise 1250, P6:fold",,,,,,
32,32_9_9,50,100,6,"P3:fold, P4:fold, P5:raise 200, P6:fold, P1:raise 1100, P2:fold, P5:call","P1:raise 1700, P5:fold",,,6h 9s 3s,,
32,32_10_10,50,100,6,"P3:raise 225, P4:fold, P5:fold, P6:fold, P1:raise 950, P2:fold, P3:fold",,,,,,
