session,hand_id,player,position,hole_cards,starting_stack,finishing_stack,profit
30,30_0_0,MrWhite,SB,3c 9s,10000,9950,-50
30,30_0_0,Gogo,BB,6d 5s,10000,9900,-100
30,30_0_0,Budd,UTG,9d Ts,10000,10000,0
30,30_0_0,Eddie,MP,2s Qs,10000,10000,0
30,30_0_0,Bill,CO,Ad Kd,10000,10150,150
30,30_0_0,Pluribus,BTN,7c Tc,10000,10000,0
30,30_1_1,Gogo,SB,8s Qc,10000,10100,100
30,30_1_1,Budd,BB,2s 8d,10000,9900,-100
30,30_1_1,Eddie,UTG,7d Ts,10000,10000,0
30,30_1_1,Bill,MP,5d 8h,10000,10000,0
30,30_1_1,Pluribus,CO,2h 9s,10000,10000,0
30,30_1_1,MrWhite,BTN,6c Qd,10000,10000,0
30,30_2_2,Budd,SB,2h 3c,10000,9950,-50
30,30_2_2,Eddie,BB,Jc 4c,10000,10250,250
30,30_2_2,Bill,UTG,6c 9c,10000,10000,0
30,30_2_2,Pluribus,MP,8c 4s,10000,10000,0
30,30_2_2,MrWhite,CO,Jh 4h,10000,10000,0
30,30_2_2,Gogo,BTN,Ks Ad,10000,9800,-200
30,30_3_3,Eddie,SB,Jh Kh,10000,9950,-50
30,30_3_3,Bill,BB,Jd Ts,10000,9900,-100
30,30_3_3,Pluribus,UTG,3h Ac,10000,10000,0
30,30_3_3,MrWhite,MP,4s Tc,10000,10000,0
30,30_3_3,Gogo,CO,5h Ah,10000,7950,-2050
30,30_3_3,Budd,BTN,9c 9d,10000,12200,2200
30,30_4_4,Bill,SB,Tc 2c,10000,9950,-50
30,30_4_4,Pluribus,BB,3c 6c,10000,9900,-100
30,30_4_4,MrWhite,UTG,5s 8s,10000,10000,0
30,30_4_4,Gogo,MP,Ts 2h,10000,10000,0
30,30_4_4,Budd,CO,Kc Th,10000,9775,-225
30,30_4_4,Eddie,BTN,Td Ah,10000,10375,375
30,30_5_5,Pluribus,SB,Jh Js,10000,10300,300
30,30_5_5,MrWhite,BB,7d 7c,10000,9900,-100
30,30_5_5,Gogo,UTG,7s Kc,10000,10000,0
30,30_5_5,Budd,MP,4d 6s,10000,10000,0
30,30_5_5,Eddie,CO,8h As,10000,9800,-200
30,30_5_5,Bill,BTN,8s 4c,10000,10000,0
30,30_6_6,MrWhite,SB,Qd 4c,10000,9950,-50
30,30_6_6,Gogo,BB,7h 9d,10000,9900,-100
30,30_6_6,Budd,UTG,6s 3h,10000,10000,0
30,30_6_6,Eddie,MP,7s 9c,10000,10000,0
30,30_6_6,Bill,CO,Jc Kc,10000,10150,150
30,30_6_6,Pluribus,BTN,Ks 7c,10000,10000,0
30,30_7_7,Gogo,SB,5h Jc,10000,9950,-50
30,30_7_7,Budd,BB,Jd 9h,10000,11275,1275
30,30_7_7,Eddie,UTG,6s 5c,10000,10000,0
30,30_7_7,Bill,MP,Ah 7h,10000,8775,-1225
30,30_7_7,Pluribus,CO,2s 2d,10000,10000,0
30,30_7_7,MrWhite,BTN,3h Ts,10000,10000,0
30,30_8_8,Budd,SB,7h Td,10000,9950,-50
30,30_8_8,Eddie,BB,Jh 3d,10000,9900,-100
30,30_8_8,Bill,UTG,Qc Ah,10000,9300,-700
30,30_8_8,Pluribus,MP,2h Ad,10000,10000,0
30,30_8_8,MrWhite,CO,Ts 2d,10000,10000,0
30,30_8_8,Gogo,BTN,Kh Qd,10000,10850,850
30,30_9_9,Eddie,SB,4c Tc,10000,9950,-50
30,30_9_9,Bill,BB,9s 3c,10000,9900,-100
30,30_9_9,Pluribus,UTG,7s As,10000,10150,150
30,30_9_9,MrWhite,MP,2c Qd,10000,10000,0
30,30_9_9,Gogo,CO,Ah 9d,10000,10000,0
30,30_9_9,Budd,BTN,8s 2h,10000,10000,0
30,30_10_10,Bill,SB,Ac Qh,10000,10322,322
30,30_10_10,Pluribus,BB,9d 9c,10000,9900,-100
30,30_10_10,MrWhite,UTG,7d 4s,10000,10000,0
30,30_10_10,Gogo,MP,8s 4c,10000,10000,0
30,30_10_10,Budd,CO,Td 4h,10000,10000,0
30,30_10_10,Eddie,BTN,4d Ah,10000,9778,-222
30,30_11_11,Pluribus,SB,9c Ad,10000,9950,-50
30,30_11_11,MrWhite,BB,4h 7c,10000,9900,-100
30,30_11_11,Gogo,UTG,Ts 2s,10000,10000,0
30,30_11_11,Budd,MP,6s 8c,10000,10000,0
30,30_11_11,Eddie,CO,6c 8s,10000,10000,0
30,30_11_11,Bill,BTN,Qh Ah,10000,10150,150
30,30_12_12,MrWhite,SB,Ks 7d,10000,9950,-50
30,30_12_12,Gogo,BB,8s Qh,10000,11525,1525
30,30_12_12,Budd,UTG,2s Kh,10000,10000,0
30,30_12_12,Eddie,MP,7c 5d,10000,10000,0
30,30_12_12,Bill,CO,Jh 9d,10000,10000,0
30,30_12_12,Pluribus,BTN,Tc Jc,10000,8525,-1475
30,30_13_13,Gogo,SB,Kh 4d,10000,9950,-50
30,30_13_13,Budd,BB,8d 9s,10000,10050,50
30,30_13_13,Eddie,UTG,5h Qd,10000,10000,0
30,30_13_13,Bill,MP,Ts Kc,10000,10000,0
30,30_13_13,Pluribus,CO,3h 7h,10000,10000,0
30,30_13_13,MrWhite,BTN,Jc 2d,10000,10000,0
30,30_14_14,Budd,SB,Jc 2d,10000,9950,-50
30,30_14_14,Eddie,BB,2c Js,10000,9900,-100
30,30_14_14,Bill,UTG,7c 6s,10000,10000,0
30,30_14_14,Pluribus,MP,5h As,10000,10000,0
30,30_14_14,MrWhite,CO,Kh Ad,10000,10150,150
30,30_14_14,Gogo,BTN,Qs 9c,10000,10000,0
30,30_15_15,Eddie,SB,3h 7h,10000,9950,-50
30,30_15_15,Bill,BB,9s 3c,10000,9900,-100
30,30_15_15,Pluribus,UTG,9h 5d,10000,10000,0
30,30_15_15,MrWhite,MP,Js Qd,10000,10150,150
30,30_15_15,Gogo,CO,7s Th,10000,10000,0
30,30_15_15,Budd,BTN,Kc 8h,10000,10000,0
30,30_16_16,Bill,SB,4c 4s,10000,9800,-200
30,30_16_16,Pluribus,BB,7d Td,10000,13950,3950
30,30_16_16,MrWhite,UTG,Qh 2d,10000,10000,0
30,30_16_16,Gogo,MP,6s 7s,10000,6450,-3550
30,30_16_16,Budd,CO,Qd 8s,10000,10000,0
30,30_16_16,Eddie,BTN,3h 3s,10000,9800,-200
30,30_17_17,Pluribus,SB,Tc 3c,10000,9950,-50
30,30_17_17,MrWhite,BB,6d Qs,10000,10400,400
30,30_17_17,Gogo,UTG,4c 4h,10000,9650,-350
30,30_17_17,Budd,MP,6c 2c,10000,10000,0
30,30_17_17,Eddie,CO,As 7d,10000,10000,0
30,30_17_17,Bill,BTN,2s Kc,10000,10000,0
30,30_18_18,MrWhite,SB,Ts 6d,10000,9950,-50
30,30_18_18,Gogo,BB,3s Kc,10000,10050,50
30,30_18_18,Budd,UTG,6h Ad,10000,10000,0
30,30_18_18,Eddie,MP,Kd 6c,10000,10000,0
30,30_18_18,Bill,CO,5d 4h,10000,10000,0
30,30_18_18,Pluribus,BTN,3h 6s,10000,10000,0
30,30_19_19,Gogo,SB,Jc 6s,10000,9950,-50
30,30_19_19,Budd,BB,Qh 7c,10000,9900,-100
30,30_19_19,Eddie,UTG,4d Qs,10000,10000,0
30,30_19_19,Bill,MP,8s 8h,10000,10150,150
30,30_19_19,Pluribus,CO,5d 7h,10000,10000,0
30,30_19_19,MrWhite,BTN,Qd 3d,10000,10000,0
30,30_20_20,Budd,SB,3h 6h,10000,9950,-50
30,30_20_20,Eddie,BB,Ah 6c,10000,9900,-100
30,30_20_20,Bill,UTG,Ks Kh,10000,10150,150
30,30_20_20,Pluribus,MP,9h Qc,10000,10000,0
30,30_20_20,MrWhite,CO,Jd 4s,10000,10000,0
30,30_20_20,Gogo,BTN,3d 8s,10000,10000,0
30,30_21_21,Eddie,SB,7s 4h,10000,9950,-50
30,30_21_21,Bill,BB,Qc 3s,10000,9900,-100
30,30_21_21,Pluribus,UTG,9c 9s,10000,8600,-1400
30,30_21_21,MrWhite,MP,8h 2d,10000,10000,0
30,30_21_21,Gogo,CO,Kd Qs,10000,11550,1550
30,30_21_21,Budd,BTN,8d 3c,10000,10000,0
30,30_22_22,Bill,SB,Kc Ks,10000,12300,2300
30,30_22_22,Pluribus,BB,4h 2s,10000,9900,-100
30,30_22_22,MrWhite,UTG,Ah 2d,10000,10000,0
30,30_22_22,Gogo,MP,9h 8h,10000,7800,-2200
30,30_22_22,Budd,CO,4c Kh,10000,10000,0
30,30_22_22,Eddie,BTN,8s Jh,10000,10000,0
30,30_23_23,Pluribus,SB,6c Ac,10000,9800,-200
30,30_23_23,MrWhite,BB,As Ks,10000,8850,-1150
30,30_23_23,Gogo,UTG,Th 2d,10000,10000,0
30,30_23_23,Budd,MP,5c 4s,10000,10000,0
30,30_23_23,Eddie,CO,8s 8d,10000,12500,2500
30,30_23_23,Bill,BTN,6s 6h,10000,8850,-1150
30,30_24_24,MrWhite,SB,Th 3c,10000,9950,-50
30,30_24_24,Gogo,BB,Js 2c,10000,9900,-100
30,30_24_24,Budd,UTG,As 8c,10000,10000,0
30,30_24_24,Eddie,MP,7h 4s,10000,10000,0
30,30_24_24,Bill,CO,Kd 9c,10000,10000,0
30,30_24_24,Pluribus,BTN,6d 4d,10000,10150,150
30,30_25_25,Gogo,SB,7h 4d,10000,9950,-50
30,30_25_25,Budd,BB,9s 6h,10000,9900,-100
30,30_25_25,Eddie,UTG,2c 9h,10000,10000,0
30,30_25_25,Bill,MP,As 7d,10000,10000,0
30,30_25_25,Pluribus,CO,6s Tc,10000,10000,0
30,30_25_25,MrWhite,BTN,Ad 5s,10000,10150,150
30,30_26_26,Budd,SB,6s 5d,10000,9950,-50
30,30_26_26,Eddie,BB,6d Ad,10000,10050,50
30,30_26_26,Bill,UTG,Jd 4d,10000,10000,0
30,30_26_26,Pluribus,MP,5h 9c,10000,10000,0
30,30_26_26,MrWhite,CO,Td 2c,10000,10000,0
30,30_26_26,Gogo,BTN,3h 4c,10000,10000,0
30,30_27_27,Eddie,SB,Qc 4h,10000,9950,-50
30,30_27_27,Bill,BB,Tc 9c,10000,9800,-200
30,30_27_27,Pluribus,UTG,8s As,10000,0,-10000
30,30_27_27,MrWhite,MP,Qh 7c,10000,10000,0
30,30_27_27,Gogo,CO,Jc Qd,10000,10000,0
30,30_27_27,Budd,BTN,5h 5d,10000,20250,10250
30,30_28_28,Bill,SB,Td Th,10000,10100,100
30,30_28_28,Pluribus,BB,4s 9c,10000,9900,-100
30,30_28_28,MrWhite,UTG,Tc 7c,10000,10000,0
30,30_28_28,Gogo,MP,7s 8c,10000,10000,0
30,30_28_28,Budd,CO,Js 2s,10000,10000,0
30,30_28_28,Eddie,BTN,8h 2c,10000,10000,0
30,30_29_29,Pluribus,SB,2c Td,10000,9950,-50
30,30_29_29,MrWhite,BB,5d 3c,10000,9900,-100
30,30_29_29,Gogo,UTG,5h Ad,10000,10000,0
30,30_29_29,Budd,MP,3h 3s,10000,9775,-225
30,30_29_29,Eddie,CO,Ac Tc,10000,10375,375
30,30_29_29,Bill,BTN,4h 9h,10000,10000,0
30,30_30_30,MrWhite,SB,8s Qd,10000,9950,-50
30,30_30_30,Gogo,BB,5s 3c,10000,9900,-100
30,30_30_30,Budd,UTG,3s 7h,10000,10000,0
30,30_30_30,Eddie,MP,Td 8c,10000,10000,0
30,30_30_30,Bill,CO,Jd As,10000,10150,150
30,30_30_30,Pluribus,BTN,2d Ts,10000,10000,0
30,30_31_31,Gogo,SB,Js 4h,10000,9950,-50
30,30_31_31,Budd,BB,7h 5h,10000,10775,775
30,30_31_31,Eddie,UTG,Tc Td,10000,9275,-725
30,30_31_31,Bill,MP,6c 4c,10000,10000,0
30,30_31_31,Pluribus,CO,Kc 6s,10000,10000,0
30,30_31_31,MrWhite,BTN,Kh 6h,10000,10000,0
30,30_32_32,Budd,SB,Kc Jh,10000,11000,1000
30,30_32_32,Eddie,BB,5d 3c,10000,9900,-100
30,30_32_32,Bill,UTG,8c 2h,10000,10000,0
30,30_32_32,Pluribus,MP,8d 3d,10000,10000,0
30,30_32_32,MrWhite,CO,6s Ts,10000,10000,0
30,30_32_32,Gogo,BTN,Td Qc,10000,9100,-900
30,30_33_33,Eddie,SB,7h 9c,10000,9950,-50
30,30_33_33,Bill,BB,Jh 9h,10000,8650,-1350
30,30_33_33,Pluribus,UTG,5c Jd,10000,10000,0
30,30_33_33,MrWhite,MP,Kh Qd,10000,11400,1400
30,30_33_33,Gogo,CO,5d Th,10000,10000,0
30,30_33_33,Budd,BTN,4s 8s,10000,10000,0
30,30_34_34,Bill,SB,6h Ah,10000,10322,322
30,30_34_34,Pluribus,BB,8c 7s,10000,9900,-100
30,30_34_34,MrWhite,UTG,4c Qc,10000,10000,0
30,30_34_34,Gogo,MP,7h As,10000,10000,0
30,30_34_34,Budd,CO,Jd 2d,10000,10000,0
30,30_34_34,Eddie,BTN,9c Ad,10000,9778,-222
30,30_35_35,Pluribus,SB,Td Ad,10000,9750,-250
30,30_35_35,MrWhite,BB,3d Qc,10000,9900,-100
30,30_35_35,Gogo,UTG,7c 2d,10000,10000,0
30,30_35_35,Budd,MP,As 8c,10000,10000,0
30,30_35_35,Eddie,CO,3h 6h,10000,10000,0
30,30_35_35,Bill,BTN,Kd Ac,10000,10350,350
30,30_36_36,MrWhite,SB,6s 3d,10000,9950,-50
30,30_36_36,Gogo,BB,2h 5h,10000,9900,-100
30,30_36_36,Budd,UTG,9h 9d,10000,8775,-1225
30,30_36_36,Eddie,MP,Th 8h,10000,10000,0
30,30_36_36,Bill,CO,As Qh,10000,11375,1375
30,30_36_36,Pluribus,BTN,Td Kc,10000,10000,0
30,30_37_37,Gogo,SB,3h 2s,10000,9950,-50
30,30_37_37,Budd,BB,As Kc,10000,8650,-1350
30,30_37_37,Eddie,UTG,Ac Jd,10000,9800,-200
30,30_37_37,Bill,MP,Kd Qh,10000,10000,0
30,30_37_37,Pluribus,CO,Jc Ts,10000,10000,0
30,30_37_37,MrWhite,BTN,7h 7d,10000,11600,1600
30,30_38_38,Budd,SB,2c Tc,10000,9950,-50
30,30_38_38,Eddie,BB,3c Kh,10000,9900,-100
30,30_38_38,Bill,UTG,5d 8s,10000,10000,0
30,30_38_38,Pluribus,MP,Qh Th,10000,9300,-700
30,30_38_38,MrWhite,CO,Jh 3s,10000,10000,0
30,30_38_38,Gogo,BTN,Ks Jd,10000,10850,850
30,30_39_39,Eddie,SB,As 7c,10000,10350,350
30,30_39_39,Bill,BB,Qs Ah,10000,9650,-350
30,30_39_39,Pluribus,UTG,Jh 2h,10000,10000,0
30,30_39_39,MrWhite,MP,Th 6c,10000,10000,0
30,30_39_39,Gogo,CO,2c Ad,10000,10000,0
30,30_39_39,Budd,BTN,5d Kc,10000,10000,0
30,30_40_40,Bill,SB,5s 8c,10000,9950,-50
30,30_40_40,Pluribus,BB,6c 6d,10000,9775,-225
30,30_40_40,MrWhite,UTG,Jc Qc,10000,10275,275
30,30_40_40,Gogo,MP,4c Jd,10000,10000,0
30,30_40_40,Budd,CO,4h Kd,10000,10000,0
30,30_40_40,Eddie,BTN,2s 5h,10000,10000,0
30,30_41_41,Pluribus,SB,Th Ts,10000,10500,500
30,30_41_41,MrWhite,BB,7s 7h,10000,9750,-250
30,30_41_41,Gogo,UTG,9c 6c,10000,10000,0
30,30_41_41,Budd,MP,3s 5c,10000,10000,0
30,30_41_41,Eddie,CO,8s 4c,10000,10000,0
30,30_41_41,Bill,BTN,Qc Kd,10000,9750,-250
30,30_42_42,MrWhite,SB,3c 6c,10000,9950,-50
30,30_42_42,Gogo,BB,Kh Th,10000,10050,50
30,30_42_42,Budd,UTG,Jd 5c,10000,10000,0
30,30_42_42,Eddie,MP,Ad 2h,10000,10000,0
30,30_42_42,Bill,CO,4c 7s,10000,10000,0
30,30_42_42,Pluribus,BTN,9c 7h,10000,10000,0
30,30_43_43,Gogo,SB,Kh 3d,10000,9950,-50
30,30_43_43,Budd,BB,Td 7c,10000,9900,-100
30,30_43_43,Eddie,UTG,2c 2h,10000,10000,0
30,30_43_43,Bill,MP,Ac As,10000,10150,150
30,30_43_43,Pluribus,CO,9c Ad,10000,10000,0
30,30_43_43,MrWhite,BTN,8c Kc,10000,10000,0
30,30_44_44,Budd,SB,3h 7h,10000,9950,-50
30,30_44_44,Eddie,BB,Qd 5h,10000,9900,-100
30,30_44_44,Bill,UTG,5d 4h,10000,10000,0
30,30_44_44,Pluribus,MP,Kd 9d,10000,10150,150
30,30_44_44,MrWhite,CO,9h Ts,10000,10000,0
30,30_44_44,Gogo,BTN,3d 6h,10000,10000,0
30,30_45_45,Eddie,SB,As 6c,10000,9750,-250
30,30_45_45,Bill,BB,9c 4c,10000,10250,250
30,30_45_45,Pluribus,UTG,3c 5h,10000,10000,0
30,30_45_45,MrWhite,MP,6h 2s,10000,10000,0
30,30_45_45,Gogo,CO,Ks 7c,10000,10000,0
30,30_45_45,Budd,BTN,3s 9s,10000,10000,0
30,30_46_46,Bill,SB,Kc 3c,10000,9700,-300
30,30_46_46,Pluribus,BB,8s 7s,10000,10300,300
30,30_46_46,MrWhite,UTG,Ts 5d,10000,10000,0
30,30_46_46,Gogo,MP,4d 7d,10000,10000,0
30,30_46_46,Budd,CO,6d 3s,10000,10000,0
30,30_46_46,Eddie,BTN,Qc 5h,10000,10000,0
30,30_47_47,Pluribus,SB,6d 5s,10000,9950,-50
30,30_47_47,MrWhite,BB,Td 2d,10000,10575,575
30,30_47_47,Gogo,UTG,4d Kh,10000,10000,0
30,30_47_47,Budd,MP,7c 4c,10000,10000,0
30,30_47_47,Eddie,CO,3s 6c,10000,10000,0
30,30_47_47,Bill,BTN,7d 8c,10000,9475,-525
30,30_48_48,MrWhite,SB,Ts 7d,10000,9950,-50
30,30_48_48,Gogo,BB,2c 8h,10000,9900,-100
30,30_48_48,Budd,UTG,2h 5h,10000,10000,0
30,30_48_48,Eddie,MP,Js Ad,10000,10150,150
30,30_48_48,Bill,CO,3c Qc,10000,10000,0
30,30_48_48,Pluribus,BTN,Td 2s,10000,10000,0
30,30_49_49,Gogo,SB,Qh 7d,10000,9950,-50
30,30_49_49,Budd,BB,6c Qs,10000,9900,-100
30,30_49_49,Eddie,UTG,9h 8s,10000,10000,0
30,30_49_49,Bill,MP,3d Js,10000,10000,0
30,30_49_49,Pluribus,CO,As 7s,10000,10150,150
30,30_49_49,MrWhite,BTN,7h 5d,10000,10000,0
30,30_50_50,Budd,SB,8c 8h,10000,10500,500
30,30_50_50,Eddie,BB,Jh 5s,10000,9900,-100
30,30_50_50,Bill,UTG,4h 5h,10000,9600,-400
30,30_50_50,Pluribus,MP,6s 5d,10000,10000,0
30,30_50_50,MrWhite,CO,6h 2c,10000,10000,0
30,30_50_50,Gogo,BTN,Qh Ts,10000,10000,0
30,30_51_51,Eddie,SB,Ad Td,10000,11575,1575
30,30_51_51,Bill,BB,Kd 9s,10000,9900,-100
30,30_51_51,Pluribus,UTG,Tc Js,10000,10000,0
30,30_51_51,MrWhite,MP,3s 3d,10000,9775,-225
30,30_51_51,Gogo,CO,7d 7h,10000,8750,-1250
30,30_51_51,Budd,BTN,8s Jh,10000,10000,0
30,30_52_52,Bill,SB,8h 3c,10000,9950,-50
30,30_52_52,Pluribus,BB,7d 6d,10000,12275,2275
30,30_52_52,MrWhite,UTG,5d Td,10000,10000,0
30,30_52_52,Gogo,MP,7c 7s,10000,7775,-2225
30,30_52_52,Budd,CO,Ah 4c,10000,10000,0
30,30_52_52,Eddie,BTN,Ts 9d,10000,10000,0
30,30_53_53,Pluribus,SB,6h 8s,10000,9950,-50
30,30_53_53,MrWhite,BB,2d As,10000,9775,-225
30,30_53_53,Gogo,UTG,Kc 6c,10000,10000,0
30,30_53_53,Budd,MP,Qc 9c,10000,10275,275
30,30_53_53,Eddie,CO,3s Tc,10000,10000,0
30,30_53_53,Bill,BTN,3c Qs,10000,10000,0
30,30_54_54,MrWhite,SB,Jd 8c,10000,9950,-50
30,30_54_54,Gogo,BB,4h 4s,10000,10350,350
30,30_54_54,Budd,UTG,Jh 2s,10000,10000,0
30,30_54_54,Eddie,MP,Ks Qs,10000,9700,-300
30,30_54_54,Bill,CO,9c Qh,10000,10000,0
30,30_54_54,Pluribus,BTN,As 6h,10000,10000,0
30,30_55_55,Gogo,SB,Qd 7c,10000,9950,-50
30,30_55_55,Budd,BB,8d Qc,10000,10050,50
30,30_55_55,Eddie,UTG,Jc 8h,10000,10000,0
30,30_55_55,Bill,MP,7d Jh,10000,10000,0
30,30_55_55,Pluribus,CO,Kc 9s,10000,10000,0
30,30_55_55,MrWhite,BTN,7s Qh,10000,10000,0
30,30_56_56,Budd,SB,Ks 8d,10000,10300,300
30,30_56_56,Eddie,BB,4s 2s,10000,9700,-300
30,30_56_56,Bill,UTG,2h Qd,10000,10000,0
30,30_56_56,Pluribus,MP,Jd 4c,10000,10000,0
30,30_56_56,MrWhite,CO,3h 2d,10000,10000,0
30,30_56_56,Gogo,BTN,9d 6s,10000,10000,0
30,30_57_57,Eddie,SB,5h Ac,10000,9950,-50
30,30_57_57,Bill,BB,5d 4h,10000,9900,-100
30,30_57_57,Pluribus,UTG,Ts 2s,10000,10000,0
30,30_57_57,MrWhite,MP,6s 8c,10000,10000,0
30,30_57_57,Gogo,CO,8s 9d,10000,10150,150
30,30_57_57,Budd,BTN,6c 2d,10000,10000,0
30,30_58_58,Bill,SB,Kh Th,10000,10322,322
30,30_58_58,Pluribus,BB,5s 6h,10000,9900,-100
30,30_58_58,MrWhite,UTG,7h 5h,10000,10000,0
30,30_58_58,Gogo,MP,2c Qd,10000,10000,0
30,30_58_58,Budd,CO,6d 2d,10000,10000,0
30,30_58_58,Eddie,BTN,As 9c,10000,9778,-222
30,30_59_59,Pluribus,SB,9h Ah,10000,9800,-200
30,30_59_59,MrWhite,BB,3h Kc,10000,9800,-200
30,30_59_59,Gogo,UTG,Ad Ac,10000,10400,400
30,30_59_59,Budd,MP,7c 8d,10000,10000,0
30,30_59_59,Eddie,CO,3s 7h,10000,10000,0
30,30_59_59,Bill,BTN,2s Jd,10000,10000,0
30,30_60_60,MrWhite,SB,Ad 9d,10000,9225,-775
30,30_60_60,Gogo,BB,Tc 7c,10000,9900,-100
30,30_60_60,Budd,UTG,8c Qh,10000,10000,0
30,30_60_60,Eddie,MP,8s 5s,10000,10000,0
30,30_60_60,Bill,CO,Ac 6c,10000,10875,875
30,30_60_60,Pluribus,BTN,3s 4c,10000,10000,0
30,30_61_61,Gogo,SB,As 7s,10000,10550,550
30,30_61_61,Budd,BB,2h 7d,10000,9900,-100
30,30_61_61,Eddie,UTG,Kd 5s,10000,10000,0
30,30_61_61,Bill,MP,Ad 5d,10000,9775,-225
30,30_61_61,Pluribus,CO,5h 3c,10000,10000,0
30,30_61_61,MrWhite,BTN,Ah 9h,10000,9775,-225
30,30_62_62,Budd,SB,Qs Th,10000,9950,-50
30,30_62_62,Eddie,BB,Jd Jc,10000,10250,250
30,30_62_62,Bill,UTG,5d Kh,10000,10000,0
30,30_62_62,Pluribus,MP,Ad 8s,10000,10000,0
30,30_62_62,MrWhite,CO,Tc 2h,10000,10000,0
30,30_62_62,Gogo,BTN,8c Qh,10000,9800,-200
30,30_63_63,Eddie,SB,Th 7s,10000,10200,200
30,30_63_63,Bill,BB,7d Kc,10000,9800,-200
30,30_63_63,Pluribus,UTG,Ad 9h,10000,10000,0
30,30_63_63,MrWhite,MP,5d Qs,10000,10000,0
30,30_63_63,Gogo,CO,8h 3h,10000,10000,0
30,30_63_63,Budd,BTN,Ts 4c,10000,10000,0
30,30_64_64,Bill,SB,Jc Th,10000,9950,-50
30,30_64_64,Pluribus,BB,4c Ks,10000,9900,-100
30,30_64_64,MrWhite,UTG,7h 4d,10000,10000,0
30,30_64_64,Gogo,MP,Kd 9h,10000,10000,0
30,30_64_64,Budd,CO,Ts Qd,10000,10150,150
30,30_64_64,Eddie,BTN,7s 5s,10000,10000,0
30,30_65_65,Pluribus,SB,5c Qh,10000,9950,-50
30,30_65_65,MrWhite,BB,Ks 7c,10000,9775,-225
30,30_65_65,Gogo,UTG,8s 3c,10000,10000,0
30,30_65_65,Budd,MP,Ad Td,10000,10275,275
30,30_65_65,Eddie,CO,6h Kc,10000,10000,0
30,30_65_65,Bill,BTN,Qs Tc,10000,10000,0
30,30_66_66,MrWhite,SB,2c 3c,10000,9950,-50
30,30_66_66,Gogo,BB,9s Tc,10000,11550,1550
30,30_66_66,Budd,UTG,Kd Ks,10000,8500,-1500
30,30_66_66,Eddie,MP,5d 7d,10000,10000,0
30,30_66_66,Bill,CO,4s Js,10000,10000,0
30,30_66_66,Pluribus,BTN,5s Ac,10000,10000,0
30,30_67_67,Gogo,SB,5s 9s,10000,9950,-50
30,30_67_67,Budd,BB,6s Ah,10000,9800,-200
30,30_67_67,Eddie,UTG,3h 3s,10000,10250,250
30,30_67_67,Bill,MP,9c 5d,10000,10000,0
30,30_67_67,Pluribus,CO,9h Ks,10000,10000,0
30,30_67_67,MrWhite,BTN,3d 5c,10000,10000,0
30,30_68_68,Budd,SB,7d 5c,10000,9950,-50
30,30_68_68,Eddie,BB,Th 8s,10000,10050,50
30,30_68_68,Bill,UTG,Ts 9c,10000,10000,0
30,30_68_68,Pluribus,MP,Kh 4h,10000,10000,0
30,30_68_68,MrWhite,CO,6s 3h,10000,10000,0
30,30_68_68,Gogo,BTN,4s Jh,10000,10000,0
30,30_69_69,Eddie,SB,Td Jc,10000,9800,-200
30,30_69_69,Bill,BB,2s 7s,10000,10200,200
30,30_69_69,Pluribus,UTG,Kd 9s,10000,10000,0
30,30_69_69,MrWhite,MP,Jh 5s,10000,10000,0
30,30_69_69,Gogo,CO,7d 3h,10000,10000,0
30,30_69_69,Budd,BTN,Js 5c,10000,10000,0
30,30_70_70,Bill,SB,Qh 5d,10000,9950,-50
30,30_70_70,Pluribus,BB,5c 6c,10000,9900,-100
30,30_70_70,MrWhite,UTG,7d 7s,10000,9775,-225
30,30_70_70,Gogo,MP,8s 6d,10000,10000,0
30,30_70_70,Budd,CO,6h Jh,10000,10000,0
30,30_70_70,Eddie,BTN,Kc Ac,10000,10375,375
30,30_71_71,Pluribus,SB,8d Qd,10000,9950,-50
30,30_71_71,MrWhite,BB,Tc 3c,10000,9775,-225
30,30_71_71,Gogo,UTG,2s 9c,10000,10000,0
30,30_71_71,Budd,MP,Kh 9h,10000,10275,275
30,30_71_71,Eddie,CO,3h 8h,10000,10000,0
30,30_71_71,Bill,BTN,6d Jc,10000,10000,0
30,30_72_72,MrWhite,SB,3c 5h,10000,9950,-50
30,30_72_72,Gogo,BB,4c Kh,10000,9688,-312
30,30_72_72,Budd,UTG,Kd 3d,10000,10000,0
30,30_72_72,Eddie,MP,Jd 4h,10000,10000,0
30,30_72_72,Bill,CO,4d 8s,10000,10000,0
30,30_72_72,Pluribus,BTN,5c 8c,10000,10362,362
30,30_73_73,Gogo,SB,Kh 3h,10000,9950,-50
30,30_73_73,Budd,BB,3c 2s,10000,9900,-100
30,30_73_73,Eddie,UTG,Kd 9d,10000,10150,150
30,30_73_73,Bill,MP,Qs 4s,10000,10000,0
30,30_73_73,Pluribus,CO,4h Js,10000,10000,0
30,30_73_73,MrWhite,BTN,8c As,10000,10000,0
30,30_74_74,Budd,SB,6s 7s,10000,9950,-50
30,30_74_74,Eddie,BB,As 8s,10000,10900,900
30,30_74_74,Bill,UTG,Ad 9c,10000,10000,0
30,30_74_74,Pluribus,MP,4s Kh,10000,10000,0
30,30_74_74,MrWhite,CO,Ks Qs,10000,9150,-850
30,30_74_74,Gogo,BTN,2c 6c,10000,10000,0
30,30_75_75,Eddie,SB,6d Ts,10000,9950,-50
