session,hand_id,player,position,hole_cards,starting_stack,finishing_stack,profit
52b,52b_137_137,Bill,BTN,3h Jh,10000,10000,0
52b,52b_138_138,MrOrange,SB,Tc 7s,10000,9950,-50
52b,52b_138_138,MrBlue,BB,2h Ah,10000,10050,50
52b,52b_138_138,MrBlonde,UTG,7h 8d,10000,10000,0
52b,52b_138_138,Eddie,MP,5d 4h,10000,10000,0
52b,52b_138_138,Bill,CO,6s Jc,10000,10000,0
52b,52b_138_138,Pluribus,BTN,9c 3h,10000,10000,0
52b,52b_139_139,MrBlue,SB,5d 2s,10000,9950,-50
52b,52b_139_139,MrBlonde,BB,4d 3d,10000,10275,275
52b,52b_139_139,Eddie,UTG,Qh 7s,10000,10000,0
52b,52b_139_139,Bill,MP,Js 6h,10000,10000,0
52b,52b_139_139,Pluribus,CO,9d As,10000,9775,-225
52b,52b_139_139,MrOrange,BTN,Ts Jh,10000,10000,0
52b,52b_140_140,MrBlonde,SB,3h 5s,10000,9950,-50
52b,52b_140_140,Eddie,BB,5h 5d,10000,9900,-100
52b,52b_140_140,Bill,UTG,9d 8c,10000,10000,0
52b,52b_140_140,Pluribus,MP,Kh Jc,10000,9800,-200
52b,52b_140_140,MrOrange,CO,As Jd,10000,10350,350
52b,52b_140_140,MrBlue,BTN,6s 3c,10000,10000,0
52b,52b_141_141,Eddie,SB,9h Qc,10000,10450,450
52b,52b_141_141,Bill,BB,Ah 2h,10000,9550,-450
52b,52b_141_141,Pluribus,UTG,4s 8s,10000,10000,0
52b,52b_141_141,MrOrange,MP,Th 7d,10000,10000,0
52b,52b_141_141,MrBlue,CO,6h 3c,10000,10000,0
52b,52b_141_141,MrBlonde,BTN,8h 4d,10000,10000,0
52b,52b_142_142,Bill,SB,8c Jc,10000,9950,-50
52b,52b_142_142,Pluribus,BB,2h Qc,10000,9900,-100
52b,52b_142_142,MrOrange,UTG,9c As,10000,10000,0
52b,52b_142_142,MrBlue,MP,Jd Ad,10000,10150,150
52b,52b_142_142,MrBlonde,CO,6h 9s,10000,10000,0
52b,52b_142_142,Eddie,BTN,9h Ts,10000,10000,0
52b,52b_143_143,Pluribus,SB,8s 9c,10000,9950,-50
52b,52b_143_143,MrOrange,BB,8c As,10000,9800,-200
52b,52b_143_143,MrBlue,UTG,8h Js,10000,10000,0
52b,52b_143_143,MrBlonde,MP,7s Kd,10000,10000,0
52b,52b_143_143,Eddie,CO,Tc Qs,10000,10250,250
52b,52b_143_143,Bill,BTN,Qd Ts,10000,10000,0
52b,52b_144_144,MrOrange,SB,Qc 4h,10000,9950,-50
52b,52b_144_144,MrBlue,BB,2h 9s,10000,9900,-100
52b,52b_144_144,MrBlonde,UTG,7d 5c,10000,10000,0
52b,52b_144_144,Eddie,MP,Ts 3h,10000,10000,0
52b,52b_144_144,Bill,CO,2d Qs,10000,10000,0
52b,52b_144_144,Pluribus,BTN,Th Ad,10000,10150,150
52b,52b_145_145,MrBlue,SB,8h Qc,10000,9950,-50
52b,52b_145_145,MrBlonde,BB,9h 9d,10000,9900,-100
52b,52b_145_145,Eddie,UTG,Kd Td,10000,6875,-3125
52b,52b_145_145,Bill,MP,Jc Jd,10000,13275,3275
52b,52b_145_145,Pluribus,CO,4d 5d,10000,10000,0
52b,52b_145_145,MrOrange,BTN,5c Kc,10000,10000,0
52b,52b_146_146,MrBlonde,SB,2c Ad,10000,9950,-50
52b,52b_146_146,Eddie,BB,6s 2d,10000,9900,-100
52b,52b_146_146,Bill,UTG,Kc Jh,10000,9775,-225
52b,52b_146_146,Pluribus,MP,5h 7c,10000,10000,0
52b,52b_146_146,MrOrange,CO,2s 9d,10000,10000,0
52b,52b_146_146,MrBlue,BTN,Ac Kh,10000,10375,375
52b,52b_147_147,Eddie,SB,7s 5d,10000,9950,-50
52b,52b_147_147,Bill,BB,Qd 3s,10000,10050,50
52b,52b_147_147,Pluribus,UTG,8d 2h,10000,10000,0
52b,52b_147_147,MrOrange,MP,Qh 7d,10000,10000,0
52b,52b_147_147,MrBlue,CO,5s 9c,10000,10000,0
52b,52b_147_147,MrBlonde,BTN,Tc 3c,10000,10000,0
52b,52b_148_148,Bill,SB,6d 7s,10000,9950,-50
52b,52b_148_148,Pluribus,BB,3c 6h,10000,9900,-100
52b,52b_148_148,MrOrange,UTG,7h 9d,10000,10000,0
52b,52b_148_148,MrBlue,MP,9c Kd,10000,10000,0
52b,52b_148_148,MrBlonde,CO,5h 2c,10000,10000,0
52b,52b_148_148,Eddie,BTN,8s Kc,10000,10150,150
52b,52b_149_149,Pluribus,SB,7h 2h,10000,9950,-50
52b,52b_149_149,MrOrange,BB,Js 4s,10000,10050,50
52b,52b_149_149,MrBlue,UTG,9s Kc,10000,10000,0
52b,52b_149_149,MrBlonde,MP,4h Td,10000,10000,0
52b,52b_149_149,Eddie,CO,5c Kd,10000,10000,0
52b,52b_149_149,Bill,BTN,Qh 3c,10000,10000,0
52b,52b_150_150,MrOrange,SB,Kc 2d,10000,9950,-50
52b,52b_150_150,MrBlue,BB,3h 5c,10000,10050,50
52b,52b_150_150,MrBlonde,UTG,6s Ks,10000,10000,0
52b,52b_150_150,Eddie,MP,7s 5h,10000,10000,0
52b,52b_150_150,Bill,CO,4h Qh,10000,10000,0
52b,52b_150_150,Pluribus,BTN,6h Jd,10000,10000,0
52b,52b_151_151,MrBlue,SB,8c 7s,10000,9950,-50
52b,52b_151_151,MrBlonde,BB,5c Kc,10000,9665,-335
52b,52b_151_151,Eddie,UTG,Kh 7h,10000,10385,385
52b,52b_151_151,Bill,MP,Td 7c,10000,10000,0
52b,52b_151_151,Pluribus,CO,3s 5s,10000,10000,0
52b,52b_151_151,MrOrange,BTN,Th 9s,10000,10000,0
52b,52b_152_152,MrBlonde,SB,Kc 4d,10000,9950,-50
52b,52b_152_152,Eddie,BB,2d Jd,10000,9575,-425
52b,52b_152_152,Bill,UTG,7h 3d,10000,10000,0
52b,52b_152_152,Pluribus,MP,Jh Ah,10000,10475,475
52b,52b_152_152,MrOrange,CO,7d 6s,10000,10000,0
52b,52b_152_152,MrBlue,BTN,5c 7s,10000,10000,0
52b,52b_153_153,Eddie,SB,5s Kc,10000,9950,-50
52b,52b_153_153,Bill,BB,As Qd,10000,10305,305
52b,52b_153_153,Pluribus,UTG,8d Tc,10000,10000,0
52b,52b_153_153,MrOrange,MP,6h 9s,10000,10000,0
52b,52b_153_153,MrBlue,CO,8h 5h,10000,10000,0
52b,52b_153_153,MrBlonde,BTN,6c 9c,10000,9745,-255
52b,52b_154_154,Bill,SB,2h Ad,10000,9950,-50
52b,52b_154_154,Pluribus,BB,Qd Jc,10000,10272,272
52b,52b_154_154,MrOrange,UTG,6c Ts,10000,10000,0
52b,52b_154_154,MrBlue,MP,4d Tc,10000,10000,0
52b,52b_154_154,MrBlonde,CO,4c 9h,10000,10000,0
52b,52b_154_154,Eddie,BTN,As 9d,10000,9778,-222
52b,52b_155_155,Pluribus,SB,4d 2d,10000,9950,-50
52b,52b_155_155,MrOrange,BB,7h Td,10000,10050,50
52b,52b_155_155,MrBlue,UTG,8d 3s,10000,10000,0
52b,52b_155_155,MrBlonde,MP,2c 9c,10000,10000,0
52b,52b_155_155,Eddie,CO,5d 6s,10000,10000,0
52b,52b_155_155,Bill,BTN,6d 7c,10000,10000,0
52b,52b_156_156,MrOrange,SB,9s Ts,10000,10300,300
52b,52b_156_156,MrBlue,BB,5d Ks,10000,9900,-100
52b,52b_156_156,MrBlonde,UTG,4c 5h,10000,10000,0
52b,52b_156_156,Eddie,MP,Jc Ad,10000,9800,-200
52b,52b_156_156,Bill,CO,Td 7d,10000,10000,0
52b,52b_156_156,Pluribus,BTN,Jd Kc,10000,10000,0
52b,52b_157_157,MrBlue,SB,2c 9h,10000,9950,-50
52b,52b_157_157,MrBlonde,BB,2s 3c,10000,10050,50
52b,52b_157_157,Eddie,UTG,5c 2h,10000,10000,0
52b,52b_157_157,Bill,MP,Qc 6c,10000,10000,0
52b,52b_157_157,Pluribus,CO,6s 4s,10000,10000,0
52b,52b_157_157,MrOrange,BTN,4d 7h,10000,10000,0
52b,52b_158_158,MrBlonde,SB,6s 8d,10000,9950,-50
52b,52b_158_158,Eddie,BB,3s Td,10000,9900,-100
52b,52b_158_158,Bill,UTG,7h 5c,10000,10000,0
52b,52b_158_158,Pluribus,MP,4d 7c,10000,10000,0
52b,52b_158_158,MrOrange,CO,6d 3d,10000,10000,0
52b,52b_158_158,MrBlue,BTN,Ks 8s,10000,10150,150
52b,52b_159_159,Eddie,SB,7d Jh,10000,9950,-50
52b,52b_159_159,Bill,BB,9d 4d,10000,9800,-200
52b,52b_159_159,Pluribus,UTG,Jd Ks,10000,10250,250
52b,52b_159_159,MrOrange,MP,Th 9s,10000,10000,0
52b,52b_159_159,MrBlue,CO,Kh 7h,10000,10000,0
52b,52b_159_159,MrBlonde,BTN,Ac 6c,10000,10000,0
52b,52b_160_160,Bill,SB,Js 6h,10000,9950,-50
52b,52b_160_160,Pluribus,BB,Jc 7c,10000,9775,-225
52b,52b_160_160,MrOrange,UTG,3s 7s,10000,10000,0
52b,52b_160_160,MrBlue,MP,4h 3h,10000,9413,-587
52b,52b_160_160,MrBlonde,CO,2d Jh,10000,10000,0
52b,52b_160_160,Eddie,BTN,Ac 6c,10000,10862,862
52b,52b_161_161,Pluribus,SB,5s 4d,10000,9950,-50
52b,52b_161_161,MrOrange,BB,Jh 6s,10000,9900,-100
52b,52b_161_161,MrBlue,UTG,4c Qd,10000,10000,0
52b,52b_161_161,MrBlonde,MP,3c 3s,10000,10000,0
52b,52b_161_161,Eddie,CO,9c 7h,10000,10000,0
52b,52b_161_161,Bill,BTN,Kc 9h,10000,10150,150
52b,52b_162_162,MrOrange,SB,7s 3s,10000,9950,-50
52b,52b_162_162,MrBlue,BB,9c Ah,10000,6475,-3525
52b,52b_162_162,MrBlonde,UTG,9h Jc,10000,10000,0
52b,52b_162_162,Eddie,MP,5c 7d,10000,10000,0
52b,52b_162_162,Bill,CO,Qh 7c,10000,10000,0
52b,52b_162_162,Pluribus,BTN,Ts 8h,10000,13575,3575
52b,52b_163_163,MrBlue,SB,3d 2s,10000,9950,-50
52b,52b_163_163,MrBlonde,BB,6s Kd,10000,9900,-100
52b,52b_163_163,Eddie,UTG,7d 7s,10000,10150,150
52b,52b_163_163,Bill,MP,7h 2d,10000,10000,0
52b,52b_163_163,Pluribus,CO,Js Qd,10000,10000,0
52b,52b_163_163,MrOrange,BTN,7c 3h,10000,10000,0
52b,52b_164_164,MrBlonde,SB,Jd 3d,10000,9950,-50
52b,52b_164_164,Eddie,BB,8s 9c,10000,10050,50
52b,52b_164_164,Bill,UTG,7s 9s,10000,10000,0
52b,52b_164_164,Pluribus,MP,4s 3c,10000,10000,0
52b,52b_164_164,MrOrange,CO,Tc 8h,10000,10000,0
52b,52b_164_164,MrBlue,BTN,2d 4c,10000,10000,0
52b,52b_165_165,Eddie,SB,Ts 7c,10000,9950,-50
52b,52b_165_165,Bill,BB,Kc 4s,10000,9900,-100
52b,52b_165_165,Pluribus,UTG,8c 8d,10000,10150,150
52b,52b_165_165,MrOrange,MP,Jd Ac,10000,10000,0
52b,52b_165_165,MrBlue,CO,2c 5s,10000,10000,0
52b,52b_165_165,MrBlonde,BTN,5c Ah,10000,10000,0
52b,52b_166_166,Bill,SB,Qd 5h,10000,9950,-50
52b,52b_166_166,Pluribus,BB,6s Th,10000,10050,50
52b,52b_166_166,MrOrange,UTG,3c 5c,10000,10000,0
52b,52b_166_166,MrBlue,MP,2s 3d,10000,10000,0
52b,52b_166_166,MrBlonde,CO,4h Qc,10000,10000,0
52b,52b_166_166,Eddie,BTN,Ad 2h,10000,10000,0
52b,52b_167_167,Pluribus,SB,Kd Kc,10000,10355,355
52b,52b_167_167,MrOrange,BB,5s Jh,10000,9900,-100
52b,52b_167_167,MrBlue,UTG,Ks 7c,10000,10000,0
52b,52b_167_167,MrBlonde,MP,Jd As,10000,9745,-255
52b,52b_167_167,Eddie,CO,Qh 3d,10000,10000,0
52b,52b_167_167,Bill,BTN,9c Td,10000,10000,0
52b,52b_168_168,MrOrange,SB,5d Qh,10000,9950,-50
52b,52b_168_168,MrBlue,BB,Qs 2s,10000,9800,-200
52b,52b_168_168,MrBlonde,UTG,4d 7h,10000,10000,0
52b,52b_168_168,Eddie,MP,Js Th,10000,10250,250
52b,52b_168_168,Bill,CO,8d Ah,10000,10000,0
52b,52b_168_168,Pluribus,BTN,5s 8s,10000,10000,0
52b,52b_169_169,MrBlue,SB,4s Qs,10000,9950,-50
52b,52b_169_169,MrBlonde,BB,6h 7h,10000,9775,-225
52b,52b_169_169,Eddie,UTG,Ac 3s,10000,10000,0
52b,52b_169_169,Bill,MP,8s Ts,10000,10275,275
52b,52b_169_169,Pluribus,CO,Jd 7d,10000,10000,0
52b,52b_169_169,MrOrange,BTN,4d 2d,10000,10000,0
52b,52b_170_170,MrBlonde,SB,Td 5s,10000,9950,-50
52b,52b_170_170,Eddie,BB,5d 2h,10000,9900,-100
52b,52b_170_170,Bill,UTG,9h 4d,10000,10000,0
52b,52b_170_170,Pluribus,MP,3s 5h,10000,10000,0
52b,52b_170_170,MrOrange,CO,Ad 8s,10000,10000,0
52b,52b_170_170,MrBlue,BTN,8d 9s,10000,10150,150
52b,52b_171_171,Eddie,SB,4s 2d,10000,9950,-50
52b,52b_171_171,Bill,BB,Th Ad,10000,10650,650
52b,52b_171_171,Pluribus,UTG,7s 6h,10000,10000,0
52b,52b_171_171,MrOrange,MP,4h 8d,10000,10000,0
52b,52b_171_171,MrBlue,CO,Ah Ks,10000,9400,-600
52b,52b_171_171,MrBlonde,BTN,9h 3s,10000,10000,0
52b,52b_172_172,Bill,SB,2c Ts,10000,9950,-50
52b,52b_172_172,Pluribus,BB,Tc 6c,10000,10050,50
52b,52b_172_172,MrOrange,UTG,Td 7d,10000,10000,0
52b,52b_172_172,MrBlue,MP,4c Ad,10000,10000,0
52b,52b_172_172,MrBlonde,CO,2s 5h,10000,10000,0
52b,52b_172_172,Eddie,BTN,Kc 3d,10000,10000,0
52b,52b_173_173,Pluribus,SB,Qc Jc,10000,10387,387
52b,52b_173_173,MrOrange,BB,Jd 4c,10000,9900,-100
52b,52b_173_173,MrBlue,UTG,7d 3h,10000,10000,0
52b,52b_173_173,MrBlonde,MP,Ks 3s,10000,10000,0
52b,52b_173_173,Eddie,CO,Th 3c,10000,10000,0
52b,52b_173_173,Bill,BTN,9d 8s,10000,9713,-287
52b,52b_174_174,MrOrange,SB,6h Th,10000,9950,-50
52b,52b_174_174,MrBlue,BB,4d Ad,10000,10050,50
52b,52b_174_174,MrBlonde,UTG,7s 9s,10000,10000,0
52b,52b_174_174,Eddie,MP,Kh 3c,10000,10000,0
52b,52b_174_174,Bill,CO,3s 2c,10000,10000,0
52b,52b_174_174,Pluribus,BTN,2h 8s,10000,10000,0
52b,52b_175_175,MrBlue,SB,9d Jh,10000,8950,-1050
52b,52b_175_175,MrBlonde,BB,Kh 5d,10000,11050,1050
52b,52b_175_175,Eddie,UTG,3d 6s,10000,10000,0
52b,52b_175_175,Bill,MP,9h Qc,10000,10000,0
52b,52b_175_175,Pluribus,CO,5c 8s,10000,10000,0
52b,52b_175_175,MrOrange,BTN,8d 2s,10000,10000,0
52b,52b_176_176,MrBlonde,SB,Js 3h,10000,9950,-50
52b,52b_176_176,Eddie,BB,Kd 4s,10000,9900,-100
52b,52b_176_176,Bill,UTG,2c Kh,10000,10000,0
52b,52b_176_176,Pluribus,MP,5d 2h,10000,10000,0
52b,52b_176_176,MrOrange,CO,6s 7s,10000,10000,0
52b,52b_176_176,MrBlue,BTN,8h Td,10000,10150,150
52b,52b_177_177,Eddie,SB,4c 6d,10000,9950,-50
52b,52b_177_177,Bill,BB,Th 4d,10000,9900,-100
52b,52b_177_177,Pluribus,UTG,Kd Kh,10000,10150,150
52b,52b_177_177,MrOrange,MP,8s 7c,10000,10000,0
52b,52b_177_177,MrBlue,CO,Qc 3h,10000,10000,0
52b,52b_177_177,MrBlonde,BTN,6s Ks,10000,10000,0
52b,52b_178_178,Bill,SB,3c 8d,10000,9950,-50
52b,52b_178_178,Pluribus,BB,4s 9s,10000,9775,-225
52b,52b_178_178,MrOrange,UTG,Ts 4d,10000,10000,0
52b,52b_178_178,MrBlue,MP,5s 7s,10000,10275,275
52b,52b_178_178,MrBlonde,CO,6c Ks,10000,10000,0
52b,52b_178_178,Eddie,BTN,Kc 3h,10000,10000,0
52b,52b_179_179,Pluribus,SB,9s Qs,10000,9675,-325
52b,52b_179_179,MrOrange,BB,7s 5c,10000,10325,325
52b,52b_179_179,MrBlue,UTG,Tc 2c,10000,10000,0
52b,52b_179_179,MrBlonde,MP,2s Ad,10000,10000,0
52b,52b_179_179,Eddie,CO,As 5h,10000,10000,0
52b,52b_179_179,Bill,BTN,4d 7h,10000,10000,0
52b,52b_180_180,MrOrange,SB,5s 4h,10000,9950,-50
52b,52b_180_180,MrBlue,BB,9c 9s,10000,10050,50
52b,52b_180_180,MrBlonde,UTG,Ts 8d,10000,10000,0
52b,52b_180_180,Eddie,MP,Kd 2s,10000,10000,0
52b,52b_180_180,Bill,CO,5c Ks,10000,10000,0
52b,52b_180_180,Pluribus,BTN,5d Js,10000,10000,0
52b,52b_181_181,MrBlue,SB,6h 4s,10000,9950,-50
52b,52b_181_181,MrBlonde,BB,Ad 4c,10000,9900,-100
52b,52b_181_181,Eddie,UTG,8s Kh,10000,10000,0
52b,52b_181_181,Bill,MP,Ac 4d,10000,10000,0
52b,52b_181_181,Pluribus,CO,3d 3c,10000,10150,150
52b,52b_181_181,MrOrange,BTN,Qc 4h,10000,10000,0
52b,52b_182_182,MrBlonde,SB,Qh 3h,10000,9950,-50
52b,52b_182_182,Eddie,BB,Js Td,10000,10250,250
52b,52b_182_182,Bill,UTG,5s 3d,10000,10000,0
52b,52b_182_182,Pluribus,MP,Kh 8h,10000,9800,-200
52b,52b_182_182,MrOrange,CO,4d 2s,10000,10000,0
52b,52b_182_182,MrBlue,BTN,Qd 8s,10000,10000,0
52b,52b_183_183,Eddie,SB,9c Kh,10000,9700,-300
52b,52b_183_183,Bill,BB,Ac Kd,10000,10300,300
52b,52b_183_183,Pluribus,UTG,4d Qs,10000,10000,0
52b,52b_183_183,MrOrange,MP,8s Jd,10000,10000,0
52b,52b_183_183,MrBlue,CO,Td 7h,10000,10000,0
52b,52b_183_183,MrBlonde,BTN,6d 3s,10000,10000,0
52b,52b_184_184,Bill,SB,5h 6s,10000,9950,-50
52b,52b_184_184,Pluribus,BB,3c 9c,10000,9900,-100
52b,52b_184_184,MrOrange,UTG,As Qd,10000,10450,450
52b,52b_184_184,MrBlue,MP,Kc Qh,10000,10000,0
52b,52b_184_184,MrBlonde,CO,Ts Jh,10000,10000,0
52b,52b_184_184,Eddie,BTN,8s Qs,10000,9700,-300
52b,52b_185_185,Pluribus,SB,Js Qs,10000,11818,1818
52b,52b_185_185,MrOrange,BB,8s 4s,10000,9900,-100
52b,52b_185_185,MrBlue,UTG,8d 4h,10000,10000,0
52b,52b_185_185,MrBlonde,MP,7d 8c,10000,10000,0
52b,52b_185_185,Eddie,CO,Tc 2d,10000,10000,0
52b,52b_185_185,Bill,BTN,9s 9d,10000,8282,-1718
52b,52b_186_186,MrOrange,SB,Kc 8h,10000,9950,-50
52b,52b_186_186,MrBlue,BB,6c Ac,10000,9750,-250
52b,52b_186_186,MrBlonde,UTG,7h 3c,10000,10000,0
52b,52b_186_186,Eddie,MP,4c Tc,10000,10000,0
52b,52b_186_186,Bill,CO,8c 4h,10000,10000,0
52b,52b_186_186,Pluribus,BTN,Th Kd,10000,10300,300
52b,52b_187_187,MrBlue,SB,8h 7c,10000,9950,-50
52b,52b_187_187,MrBlonde,BB,2s Qh,10000,9900,-100
52b,52b_187_187,Eddie,UTG,5s Td,10000,10000,0
52b,52b_187_187,Bill,MP,4h 5h,10000,10150,150
52b,52b_187_187,Pluribus,CO,Qc 3h,10000,10000,0
52b,52b_187_187,MrOrange,BTN,Jh 7s,10000,10000,0
52b,52b_188_188,MrBlonde,SB,7h 3d,10000,9950,-50
52b,52b_188_188,Eddie,BB,7c As,10000,9775,-225
52b,52b_188_188,Bill,UTG,Ks Tc,10000,10000,0
52b,52b_188_188,Pluribus,MP,Td 6d,10000,10000,0
52b,52b_188_188,MrOrange,CO,9h 2d,10000,10000,0
52b,52b_188_188,MrBlue,BTN,8d Jc,10000,10275,275
52b,52b_189_189,Eddie,SB,5d Jd,10000,9950,-50
52b,52b_189_189,Bill,BB,3c Th,10000,9900,-100
52b,52b_189_189,Pluribus,UTG,Qs 3h,10000,10000,0
52b,52b_189_189,MrOrange,MP,Ad 7d,10000,10150,150
52b,52b_189_189,MrBlue,CO,4d 2d,10000,10000,0
52b,52b_189_189,MrBlonde,BTN,2c Qd,10000,10000,0
52b,52b_190_190,Bill,SB,Kd Ac,10000,8250,-1750
52b,52b_190_190,Pluribus,BB,6h 2s,10000,9900,-100
52b,52b_190_190,MrOrange,UTG,2c 9s,10000,10000,0
52b,52b_190_190,MrBlue,MP,3s 3c,10000,11850,1850
52b,52b_190_190,MrBlonde,CO,5s Js,10000,10000,0
52b,52b_190_190,Eddie,BTN,6s Td,10000,10000,0
52b,52b_191_191,Pluribus,SB,7h 9d,10000,9950,-50
52b,52b_191_191,MrOrange,BB,3h Kd,10000,9900,-100
52b,52b_191_191,MrBlue,UTG,9h 3s,10000,10000,0
52b,52b_191_191,MrBlonde,MP,9c Tc,10000,10960,960
52b,52b_191_191,Eddie,CO,5d 5s,10000,9745,-255
52b,52b_191_191,Bill,BTN,Ks Ts,10000,9445,-555
52b,52b_192_192,MrOrange,SB,9d 3d,10000,9950,-50
52b,52b_192_192,MrBlue,BB,7s 9h,10000,9900,-100
52b,52b_192_192,MrBlonde,UTG,6c Jc,10000,10000,0
52b,52b_192_192,Eddie,MP,As 3s,10000,10775,775
52b,52b_192_192,Bill,CO,6h 6s,10000,9375,-625
52b,52b_192_192,Pluribus,BTN,Jd 2h,10000,10000,0
52b,52b_193_193,MrBlue,SB,Qd 8c,10000,9950,-50
52b,52b_193_193,MrBlonde,BB,Qc 8s,10000,9900,-100
52b,52b_193_193,Eddie,UTG,Tc Js,10000,10000,0
52b,52b_193_193,Bill,MP,9d Ad,10000,10150,150
52b,52b_193_193,Pluribus,CO,3c 9h,10000,10000,0
52b,52b_193_193,MrOrange,BTN,Qs 7c,10000,10000,0
52b,52b_194_194,MrBlonde,SB,Tc 5h,10000,9950,-50
52b,52b_194_194,Eddie,BB,9d Kc,10000,10050,50
52b,52b_194_194,Bill,UTG,7d Ah,10000,10000,0
52b,52b_194_194,Pluribus,MP,5d Jd,10000,10000,0
52b,52b_194_194,MrOrange,CO,6c Qs,10000,10000,0
52b,52b_194_194,MrBlue,BTN,Qd 4s,10000,10000,0
52b,52b_195_195,Eddie,SB,8d 2s,10000,9950,-50
52b,52b_195_195,Bill,BB,6h Kh,10000,7900,-2100
52b,52b_195_195,Pluribus,UTG,8s Qs,10000,10000,0
52b,52b_195_195,MrOrange,MP,Ah Jd,10000,12150,2150
52b,52b_195_195,MrBlue,CO,2c Qc,10000,10000,0
52b,52b_195_195,MrBlonde,BTN,3s 7h,10000,10000,0
52b,52b_196_196,Bill,SB,9c Td,10000,10100,100
52b,52b_196_196,Pluribus,BB,8h 5s,10000,9900,-100
52b,52b_196_196,MrOrange,UTG,Kd 2h,10000,10000,0
52b,52b_196_196,MrBlue,MP,3d 7c,10000,10000,0
52b,52b_196_196,MrBlonde,CO,8c 4d,10000,10000,0
52b,52b_196_196,Eddie,BTN,Kh 4c,10000,10000,0
52b,52b_197_197,Pluribus,SB,7d 8d,10000,9950,-50
52b,52b_197_197,MrOrange,BB,Th Kd,10000,12275,2275
52b,52b_197_197,MrBlue,UTG,6c 6d,10000,7775,-2225
52b,52b_197_197,MrBlonde,MP,7h 2s,10000,10000,0
52b,52b_197_197,Eddie,CO,3s 4c,10000,10000,0
52b,52b_197_197,Bill,BTN,3c 6h,10000,10000,0
53,53_0_0,MrOrange,SB,3c Kc,10000,9950,-50
53,53_0_0,MrWhite,BB,Kh 5d,10000,9775,-225
53,53_0_0,MrBlonde,UTG,3h 4s,10000,10000,0
53,53_0_0,Eddie,MP,8c 4d,10000,10000,0
53,53_0_0,Bill,CO,7h 5c,10000,10000,0
53,53_0_0,Pluribus,BTN,Tc Th,10000,10275,275
53,53_1_1,MrWhite,SB,Ks Ad,10000,10875,875
53,53_1_1,MrBlonde,BB,8s As,10000,9900,-100
53,53_1_1,Eddie,UTG,Qh 6h,10000,10000,0
53,53_1_1,Bill,MP,Qc 9c,10000,9225,-775
53,53_1_1,Pluribus,CO,Qd 7h,10000,10000,0
53,53_1_1,MrOrange,BTN,5c 6c,10000,10000,0
53,53_2_2,MrBlonde,SB,9c Th,10000,10100,100
53,53_2_2,Eddie,BB,6c Js,10000,9900,-100
53,53_2_2,Bill,UTG,5d 7h,10000,10000,0
53,53_2_2,Pluribus,MP,5s 9s,10000,10000,0
53,53_2_2,MrOrange,CO,4d 6s,10000,10000,0
53,53_2_2,MrWhite,BTN,Jd 3h,10000,10000,0
53,53_3_3,Eddie,SB,3c Jc,10000,9400,-600
53,53_3_3,Bill,BB,6d 2d,10000,10600,600
53,53_3_3,Pluribus,UTG,2c Qs,10000,10000,0
53,53_3_3,MrOrange,MP,4s 6s,10000,10000,0
53,53_3_3,MrWhite,CO,3s 9d,10000,10000,0
53,53_3_3,MrBlonde,BTN,Jd 3h,10000,10000,0
53,53_4_4,Bill,SB,Td Jh,10000,9950,-50
53,53_4_4,Pluribus,BB,2c Kd,10000,9900,-100
53,53_4_4,MrOrange,UTG,2d 7c,10000,10000,0
53,53_4_4,MrWhite,MP,Ac Js,10000,10150,150
53,53_4_4,MrBlonde,CO,Ah 6h,10000,10000,0
53,53_4_4,Eddie,BTN,Jd 9h,10000,10000,0
53,53_5_5,Pluribus,SB,7h Qh,10000,9950,-50
53,53_5_5,MrOrange,BB,Qc Jh,10000,10275,275
53,53_5_5,MrWhite,UTG,5c 4c,10000,9775,-225
53,53_5_5,MrBlonde,MP,Kh 7d,10000,10000,0
53,53_5_5,Eddie,CO,Kc Ts,10000,10000,0
53,53_5_5,Bill,BTN,2d 4h,10000,10000,0
53,53_6_6,MrOrange,SB,Ad 6c,10000,9750,-250
53,53_6_6,MrWhite,BB,9c 7c,10000,10250,250
53,53_6_6,MrBlonde,UTG,2s 8s,10000,10000,0
53,53_6_6,Eddie,MP,2c Ks,10000,10000,0
53,53_6_6,Bill,CO,Kh 6s,10000,10000,0
53,53_6_6,Pluribus,BTN,Qc 3d,10000,10000,0
53,53_7_7,MrWhite,SB,Th 7h,10000,9950,-50
53,53_7_7,MrBlonde,BB,9s 4d,10000,9900,-100
53,53_7_7,Eddie,UTG,Kd 9d,10000,10150,150
53,53_7_7,Bill,MP,Qd 4h,10000,10000,0
53,53_7_7,Pluribus,CO,2c 8d,10000,10000,0
53,53_7_7,MrOrange,BTN,2d As,10000,10000,0
53,53_8_8,MrBlonde,SB,Qs 4d,10000,9950,-50
53,53_8_8,Eddie,BB,Ts Kd,10000,9775,-225
53,53_8_8,Bill,UTG,5h 4h,10000,10275,275
53,53_8_8,Pluribus,MP,7s 8c,10000,10000,0
53,53_8_8,MrOrange,CO,Tc 8d,10000,10000,0
53,53_8_8,MrWhite,BTN,6h Ks,10000,10000,0
53,53_9_9,Eddie,SB,9c 6h,10000,9950,-50
53,53_9_9,Bill,BB,Kh 2c,10000,9900,-100
53,53_9_9,Pluribus,UTG,Ad 6c,10000,10000,0
53,53_9_9,MrOrange,MP,Ac Jd,10000,10150,150
53,53_9_9,MrWhite,CO,7h 9s,10000,10000,0
